direction	Snr	year	age	wid.x	wid.e	wid.l	wg	wg.mn	wg.mx	wg.e	wg.l	wid.y
D	5	1952	15	2.11	1.63	0.48	0.460195213	0.305725592	0.873219116	0.369863312	0.766947291	108.45
D	5	1953	16	2.21	1.68	0.53	0.469373271	0.290657882	0.917641675	0.361988734	0.809761992	108.45
D	5	1954	17	2.03	1.56	0.47	0.453702543	0.290531357	0.954606937	0.358100465	0.771020081	108.45
D	5	1955	18	1.81	1.4	0.41	0.480064103	0.305370801	1.028901758	0.376134306	0.834946338	108.45
D	5	1956	19	1.49	1.12	0.37	0.475793219	0.327657585	0.879469082	0.389114118	0.738173201	108.45
D	5	1957	20	1.09	0.67	0.42	0.542423816	0.335034839	0.931469369	0.387785644	0.789108519	108.45
D	5	1958	21	1.46	1.17	0.29	0.472026607	0.282777109	0.99831588	0.37751179	0.853345005	108.45
D	5	1959	22	1.43	1.03	0.4	0.580678915	0.342328498	1.094928464	0.440509977	0.941613931	108.45
D	5	1960	23	1.29	0.92	0.37	0.509020983	0.30499087	1.042531916	0.376573179	0.838350658	108.45
D	5	1961	24	1.24	0.82	0.42	0.5442844	0.297477923	1.042299775	0.369410704	0.885704474	108.45
D	5	1962	25	1.17	0.85	0.32	0.454731262	0.297401459	0.885669724	0.361442303	0.702530059	108.45
D	5	1963	26	1.12	0.77	0.35	0.511520597	0.30479326	1.056768691	0.367345183	0.828706507	108.45
D	5	1964	27	1.24	0.79	0.45	0.526465644	0.289839006	0.959738325	0.362953194	0.813520834	108.45
D	5	1965	28	0.69	0.46	0.23	0.518447745	0.304664785	1.056371078	0.383295648	0.788751938	108.45
D	5	1966	29	0.81	0.49	0.32	0.548447287	0.267414554	1.033898359	0.364155498	0.830644088	108.45
D	5	1967	30	0.99	0.66	0.33	0.542886089	0.304584337	1.03372635	0.380557068	0.867544132	108.45
D	5	1968	31	1.39	1.01	0.38	0.499991215	0.297073429	1.018566959	0.366523057	0.854735531	108.45
D	5	1969	32	1.19	0.8	0.39	0.507227844	0.282134017	1.033253621	0.35277804	0.824047954	108.45
D	5	1970	33	1.73	1.34	0.39	0.475645836	0.274632179	1.077528349	0.349463889	0.909194065	108.45
D	5	1971	34	1.79	1.38	0.41	0.486262831	0.296836194	0.973115555	0.382466883	0.835624799	108.45
D	5	1972	35	2.23	1.67	0.56	0.5138331	0.304145926	1.099032497	0.372047501	0.93665801	108.45
D	5	1973	36	2.03	1.47	0.56	0.542488652	0.31891094	1.120938194	0.387154262	0.950241426	108.45
D	5	1974	37	1.76	1.25	0.51	0.545468137	0.326227077	1.068608651	0.394635637	0.915155636	108.45
D	5	1975	38	1.98	1.34	0.64	0.560059804	0.318683671	1.038517105	0.39489719	0.905869028	108.45
D	5	1976	39	1.93	1.31	0.62	0.555385234	0.325997614	1.045595545	0.396728596	0.890611357	108.45
D	5	1977	40	1.36	0.96	0.4	0.503175293	0.29620684	0.963705689	0.384757743	0.78737741	108.45
D	5	1978	41	1.19	0.87	0.32	0.50395593	0.303558778	1.015402195	0.375753062	0.852507478	108.45
D	5	1979	42	1.31	0.9	0.41	0.531670594	0.296078728	0.941064166	0.389577653	0.843581929	108.45
D	5	1980	43	0.99	0.71	0.28	0.55641544	0.325668692	1.074298192	0.402712077	0.946163253	108.45
D	5	1981	44	0.84	0.59	0.25	0.505060043	0.281131793	1.037076717	0.363668349	0.838744443	108.45
D	5	1982	45	0.74	0.39	0.35	0.624975156	0.318151578	1.066589749	0.389978544	0.886828523	108.45
D	5	1983	46	0.47	0.3	0.17	0.492787581	0.325525584	0.896053551	0.386776527	0.679865911	108.45
D	5	1984	47	0.47	0.35	0.12	0.444348928	0.303266872	0.970066599	0.359785714	0.690991633	108.45
D	5	1985	48	0.37	0.25	0.12	0.486049698	0.295837751	0.970001973	0.366955821	0.73416194	108.45
D	5	1986	49	0.57	0.4	0.17	0.480480637	0.25877127	0.932868489	0.350813047	0.785580846	108.45
D	5	1987	50	0.64	0.49	0.15	0.488008134	0.310600214	0.962383744	0.385116449	0.824120971	108.45
D	5	1988	51	0.57	0.44	0.13	0.451010948	0.280930887	0.962279808	0.352806323	0.783395831	108.45
D	5	1989	52	0.64	0.42	0.22	0.597846707	0.310534804	1.095477977	0.407680303	0.96089166	108.45
D	5	1990	53	0.97	0.64	0.33	0.540692406	0.303094944	0.954621076	0.390198191	0.832559974	108.45
D	5	1991	54	0.89	0.59	0.3	0.539415072	0.295630675	0.991467146	0.371161711	0.870313349	108.45
D	5	1992	55	0.82	0.63	0.19	0.512481179	0.302983703	1.065336835	0.397324256	0.89431729	108.45
D	5	1993	56	0.74	0.45	0.29	0.57746311	0.317745241	0.97639437	0.392080452	0.865125855	108.45
D	5	1994	57	1.22	0.77	0.45	0.605829234	0.317688665	1.109396225	0.399952928	0.958106468	108.45
D	5	1995	58	0.74	0.56	0.18	0.499876483	0.310231592	1.005630595	0.381040277	0.869589126	108.45
D	5	1996	59	0.62	0.44	0.18	0.557161578	0.317589278	1.07949178	0.40383544	0.931958802	108.45
D	5	1997	60	0.99	0.64	0.35	0.559591264	0.28795699	1.027555306	0.354295941	0.934988427	108.45
D	5	1998	61	1.02	0.63	0.39	0.545415379	0.324897165	0.894265974	0.39871993	0.782384951	108.45
D	5	1999	62	1.69	1.08	0.61	0.540539866	0.302630349	0.990095496	0.362120152	0.856430508	108.45
D	5	2000	63	1.46	1.11	0.35	0.491170277	0.295145267	1.026763512	0.372453567	0.867671843	108.45
D	5	2001	64	1.41	0.96	0.45	0.511642549	0.28030119	0.967422211	0.349182915	0.858223101	108.45
D	5	2002	65	1.56	0.95	0.61	0.599975283	0.272847027	1.055796464	0.361174245	0.971878539	108.45
D	5	2003	66	1.46	0.96	0.5	0.575579304	0.294926982	1.055500856	0.383925006	0.943555557	108.45
D	5	2004	67	1.38	0.95	0.43	0.58608829	0.302226284	1.070003402	0.428212686	0.934883228	108.45
D	5	2005	68	1.51	1.02	0.49	0.570638046	0.302146577	1.106651818	0.38522446	0.956601021	108.45
D	5	2006	69	1.24	0.85	0.39	0.586341973	0.316828801	1.091607582	0.391320832	1.011388048	108.45
D	5	2007	70	1.19	0.85	0.34	0.508938261	0.265113666	1.032349805	0.335939084	0.941436203	108.45
D	5	2008	71	1.41	1.08	0.33	0.46931184	0.257669427	0.980458601	0.339972507	0.892604204	108.45
D	5	2009	72	1.79	1.35	0.44	0.446293985	0.228105194	0.958013636	0.317737009	0.840730162	108.45
D	5	2010	73	2.31	1.51	0.8	0.48867348	0.272262326	0.965075649	0.346412203	0.75719164	108.45
D	5	2011	74	2.05	1.39	0.66	0.505246166	0.272148708	0.994156876	0.331201349	0.871795101	108.45
D	5	2012	75	1.44	1.14	0.3	0.493233283	0.286785133	0.993861446	0.388368253	0.891720395	108.45
D	5	2013	76	0.79	0.57	0.22	0.515771905	0.27936292	1.03789249	0.3554656	0.931110968	108.45
D	5	2014	77	0.79	0.48	0.31	0.597540487	0.294051273	1.030384039	0.366311782	0.95557203	108.45
D	5	2015	78	1.34	1.03	0.31	0.498551503	0.286637334	0.934426858	0.394572413	0.844030416	108.45
D	5	2016	79	1.16	0.86	0.3	0.502425513	0.264491372	1.029930613	0.356411435	0.920999203	108.45
D	5	2017	80	1.69	1.2	0.49	0.524093182	0.286501472	0.963413629	0.387872246	0.857695473	108.45
D	5	2018	81	2.13	1.25	0.88	0.670901872	0.308490861	1.49995062	0.439552441	0.999523222	108.45
D	6	1954	1	3.47	1.35	2.12	0.46265295	0.349144459	0.596819677	0.408876919	0.496897121	53.28
D	6	1955	2	1.04	0.62	0.42	0.478026771	0.349146519	0.662381636	0.400490691	0.592484793	53.28
D	6	1956	3	1.51	1.24	0.27	0.491075662	0.414708067	0.713375647	0.456594529	0.649433455	53.28
D	6	1957	4	1.31	1.06	0.25	0.545776362	0.414709467	0.808077052	0.499375532	0.742515882	53.28
D	6	1958	5	1.02	0.71	0.31	0.528193227	0.327295698	0.859070974	0.420456275	0.7749456	53.28
D	6	1959	6	0.99	0.71	0.28	0.570190056	0.371003969	0.953772537	0.468884334	0.827072424	53.28
D	6	1960	7	0.89	0.55	0.34	0.628749201	0.34915084	1.012051278	0.442129001	0.930634818	53.28
D	6	1961	8	0.94	0.65	0.29	0.588071994	0.31272838	1.048476445	0.444187931	0.910570755	53.28
D	6	1962	9	0.82	0.54	0.28	0.573288305	0.334582965	0.961062564	0.434949088	0.840085367	53.28
D	6	1963	10	1.12	0.72	0.4	0.618425203	0.349152722	0.99748821	0.445674571	0.929376343	53.28
D	6	1964	11	0.99	0.74	0.25	0.53969282	0.334584322	1.019344201	0.415897089	0.906128182	53.28
D	6	1965	12	1.12	0.87	0.25	0.53361336	0.327300408	0.946499709	0.43615209	0.872778581	53.28
D	6	1966	13	1.04	0.78	0.26	0.539748579	0.305447055	1.048487706	0.412663017	0.921005267	53.28
D	6	1967	14	1.44	0.98	0.46	0.56122282	0.334586544	0.953789381	0.433599459	0.833116066	53.28
D	6	1968	15	1.49	1.25	0.24	0.50008378	0.327302972	0.997500913	0.418624694	0.924349853	53.28
D	6	1969	16	1.12	0.89	0.23	0.475341037	0.290880193	0.98293387	0.37076708	0.879996786	53.28
D	6	1970	17	1.29	0.94	0.35	0.501801039	0.312735051	0.939227836	0.378530806	0.832869667	53.28
D	6	1971	18	1.44	1.18	0.26	0.466830264	0.29088183	0.953800313	0.380830625	0.857136319	53.28
D	6	1972	19	1.46	1.15	0.31	0.468712538	0.283597823	0.997512262	0.351315088	0.904219205	53.28
D	6	1973	20	1.46	1.08	0.38	0.515267176	0.276313788	1.01936982	0.377087606	0.907988058	53.28
D	6	1974	21	1.41	1.04	0.37	0.53526372	0.305454005	0.96837884	0.404290256	0.903405348	53.28
D	6	1975	22	1.22	0.88	0.34	0.567353115	0.327309544	1.048515169	0.421764943	0.944169558	53.28
D	6	1976	23	1.09	0.81	0.28	0.565173054	0.327310406	1.055802511	0.433706166	0.94548798	53.28
D	6	1977	24	0.77	0.55	0.22	0.552387101	0.327311246	0.9392455	0.427843131	0.863747026	53.28
D	6	1978	25	0.79	0.59	0.2	0.551761694	0.320026767	1.019381417	0.425473174	0.92431283	53.28
D	6	1979	26	0.72	0.5	0.22	0.609098214	0.34188212	1.026667861	0.475633765	0.912426508	53.28
D	6	1980	27	0.69	0.42	0.27	0.665588351	0.371022421	1.055809234	0.495040192	0.930885488	53.28
D	6	1981	28	0.64	0.46	0.18	0.568514099	0.334598199	0.975676001	0.447831931	0.876924086	53.28
D	6	1982	29	0.62	0.4	0.22	0.672997744	0.371023531	1.055812058	0.518544283	0.95382222	53.28
D	6	1983	30	0.5	0.38	0.12	0.607349014	0.378309004	0.895543478	0.54471337	0.805695221	53.28
D	6	1984	31	0.42	0.28	0.14	0.613857534	0.443874332	0.76441435	0.567198784	0.707175033	53.28
D	6	1985	32	0.47	0.31	0.16	0.618404813	0.40744968	0.917400141	0.502389687	0.843184118	53.28
D	6	1986	33	0.6	0.43	0.17	0.612766088	0.378310161	0.939256326	0.520452469	0.846265243	53.28
D	6	1987	34	0.6	0.4	0.2	0.648342055	0.385595577	0.990252671	0.517272278	0.910481609	53.28
D	6	1988	35	0.64	0.44	0.2	0.646263645	0.349170999	1.033964203	0.507289156	0.952007521	53.28
D	6	1989	36	0.6	0.38	0.22	0.684161865	0.36374149	1.04125056	0.534172993	0.943233553	53.28
D	6	1990	37	0.42	0.28	0.14	0.690701767	0.443877422	0.990256202	0.583333962	0.905437376	53.28
D	6	1991	38	0.5	0.33	0.17	0.664032224	0.385597468	0.997542266	0.542336393	0.900265309	53.28
D	6	1992	39	0.42	0.28	0.14	0.642482969	0.371027697	0.953832829	0.530518438	0.866412033	53.28
D	6	1993	40	0.25	0.16	0.09	0.599196242	0.436593584	0.713426209	0.557707739	0.672953581	53.28
D	6	1994	41	0.3	0.17	0.13	0.715126331	0.545869814	0.924693623	0.596008219	0.870896169	53.28
D	6	1995	42	0.25	0.17	0.08	0.590454857	0.443879156	0.735282233	0.539870685	0.697946223	53.28
D	6	1996	43	0.3	0.19	0.11	0.605875286	0.465734639	0.771708093	0.538968811	0.721441016	53.28
D	6	1997	44	0.3	0.19	0.11	0.598080619	0.451164774	0.727998102	0.548171346	0.684287546	53.28
D	6	1998	45	0.3	0.18	0.12	0.669232015	0.509445711	0.844559936	0.581082384	0.80145646	53.28
D	6	1999	46	0.45	0.27	0.18	0.698211061	0.414739916	1.063113512	0.517540635	0.969216699	53.28
D	6	2000	47	0.45	0.31	0.14	0.647054135	0.385599907	1.033974168	0.51062161	0.949154726	53.28
D	6	2001	48	0.42	0.24	0.18	0.673882429	0.363744941	1.012119723	0.483949183	0.927126757	53.28
D	6	2002	49	0.55	0.35	0.2	0.678859693	0.4001709	0.975695303	0.560235179	0.886452593	53.28
D	6	2003	50	0.35	0.22	0.13	0.679919981	0.465737387	0.917415116	0.573027299	0.86081529	53.28
D	6	2004	51	0.55	0.36	0.19	0.624951073	0.371031115	0.997552599	0.481117497	0.897477847	53.28
D	6	2005	52	0.57	0.32	0.25	0.643776975	0.37831669	0.961128071	0.491236277	0.839029068	53.28
D	6	2006	53	0.45	0.28	0.17	0.617269949	0.400172582	0.888277533	0.508148782	0.796998928	53.28
D	6	2007	54	0.6	0.42	0.18	0.587887223	0.341891808	1.012126319	0.454117818	0.900015834	53.28
D	6	2008	55	0.5	0.35	0.15	0.542671331	0.341892222	0.90284997	0.435974849	0.791629787	53.28
D	6	2009	56	0.72	0.47	0.25	0.547294108	0.290896445	0.953847548	0.396453891	0.830873716	53.28
D	6	2010	57	0.89	0.57	0.32	0.556356056	0.327322849	0.924708423	0.412572217	0.812471018	53.28
D	6	2011	58	0.94	0.66	0.28	0.551614702	0.334608597	0.953851213	0.424790541	0.850557367	53.28
D	6	2012	59	1.07	0.73	0.34	0.506663127	0.290898118	0.837289885	0.392292254	0.752224121	53.28
D	6	2013	60	0.74	0.49	0.25	0.58112649	0.349180427	0.931999188	0.452660415	0.832919997	53.28
D	6	2014	61	0.79	0.5	0.29	0.537767432	0.327325281	0.866433499	0.407171518	0.762932801	53.28
D	6	2015	62	0.82	0.6	0.22	0.512655708	0.312755378	0.881005609	0.413777529	0.782323468	53.28
D	6	2016	63	0.72	0.47	0.25	0.561466832	0.320041175	0.932003857	0.416609641	0.833798353	53.28
D	6	2017	64	0.45	0.27	0.18	0.628451504	0.378323773	0.924719474	0.491650173	0.833653501	53.28
D	6	2018	65	0.47	0.24	0.23	0.863182768	0.50217378	1.259843439	0.636647869	1.09956701	53.28
D	7	1957	1	1.76	1.46	0.3	0.497255421	0.390618589	0.615138218	0.481466284	0.574095887	74.49
D	7	1958	2	1.31	1.07	0.24	0.43194586	0.325413069	0.644063851	0.398107982	0.582806403	74.49
D	7	1959	3	2.01	1.86	0.15	0.48030775	0.412280304	0.687444386	0.468859154	0.62227034	74.49
D	7	1960	4	1.81	1.39	0.42	0.435323598	0.325354306	0.694628763	0.368069433	0.65790286	74.49
D	7	1961	5	2.53	2	0.53	0.412907881	0.281881403	0.68005305	0.360865845	0.609292923	74.49
D	7	1962	6	1.86	1.35	0.51	0.405451268	0.303558881	0.578635604	0.357614487	0.532078041	74.49
D	7	1963	7	2.21	1.74	0.47	0.46817576	0.325252465	0.774003903	0.408238475	0.690071241	74.49
D	7	1964	8	2.26	1.81	0.45	0.416472008	0.303491593	0.679823361	0.370510921	0.601337711	74.49
D	7	1965	9	2.13	1.73	0.4	0.409898415	0.310696202	0.636324818	0.373524287	0.567216519	74.49
D	7	1966	10	1.86	1.44	0.42	0.388111724	0.238299625	0.715858138	0.326336453	0.599912655	74.49
D	7	1967	11	2.01	1.65	0.36	0.395863913	0.267220058	0.694076867	0.351496064	0.599216553	74.49
D	7	1968	12	1.81	1.42	0.39	0.421789067	0.259955532	0.831468019	0.335050547	0.737606245	74.49
D	7	1969	13	1.19	0.93	0.26	0.449778554	0.259930437	0.990564125	0.330871952	0.875098321	74.49
D	7	1970	14	1.24	1.01	0.23	0.41578624	0.296083516	0.773491142	0.353379553	0.689832996	74.49
D	7	1971	15	1.27	1.04	0.23	0.412304502	0.281595949	0.795138751	0.347738961	0.704253034	74.49
D	7	1972	16	1.22	0.93	0.29	0.437315678	0.238179601	0.946973247	0.312064244	0.838984068	74.49
D	7	1973	17	1.71	1.29	0.42	0.459015131	0.259864365	0.954121885	0.340311905	0.823603609	74.49
D	7	1974	18	1.31	1	0.31	0.436375416	0.252609992	0.852812257	0.335988279	0.760204889	74.49
D	7	1975	19	1.31	0.95	0.36	0.509484611	0.28874924	0.975680611	0.377423271	0.857979812	74.49
D	7	1976	20	1.44	1.11	0.33	0.485906222	0.324883248	0.896070937	0.395882562	0.78871308	74.49
D	7	1977	21	0.87	0.71	0.16	0.424249661	0.281475399	0.830956908	0.356323965	0.725669934	74.49
D	7	1978	22	0.82	0.65	0.17	0.451099474	0.31038319	0.830923178	0.380791497	0.719924094	74.49
D	7	1979	23	0.89	0.72	0.17	0.437412003	0.281451955	0.867030237	0.366096905	0.739452417	74.49
D	7	1980	24	0.92	0.66	0.26	0.497289517	0.28866872	0.953738645	0.361507291	0.841967474	74.49
D	7	1981	25	0.74	0.6	0.14	0.431080762	0.274195369	0.903097615	0.346244093	0.794666486	74.49
D	7	1982	26	0.77	0.6	0.17	0.504278319	0.288643158	0.997031954	0.39839735	0.877975859	74.49
D	7	1983	27	0.42	0.3	0.12	0.432511611	0.288631747	0.650049118	0.365977266	0.598847474	74.49
D	7	1984	28	0.37	0.26	0.11	0.463862406	0.331997199	0.664492245	0.400943307	0.612580277	74.49
D	7	1985	29	0.57	0.36	0.21	0.50495377	0.317532829	0.809036667	0.409691594	0.668260358	74.49
D	7	1986	30	0.6	0.44	0.16	0.484122388	0.281384462	0.895740832	0.381423326	0.766544808	74.49
D	7	1987	31	0.64	0.48	0.16	0.484874481	0.288604215	0.931849377	0.375483833	0.813046423	74.49
D	7	1988	32	0.55	0.45	0.1	0.459814074	0.281365777	0.967957093	0.378693555	0.824856412	74.49
D	7	1989	33	0.55	0.36	0.19	0.562164058	0.288586116	0.989612509	0.407030494	0.856101337	74.49
D	7	1990	34	0.79	0.53	0.26	0.568592012	0.339164756	0.989569226	0.4157968	0.880059175	74.49
D	7	1991	35	0.87	0.61	0.26	0.505606258	0.295789885	0.938941851	0.386299591	0.785518052	74.49
D	7	1992	36	0.97	0.64	0.33	0.49810588	0.281325006	0.852179121	0.368715243	0.749045296	74.49
D	7	1993	37	1.56	1.1	0.46	0.448000219	0.266855254	0.837662389	0.339044881	0.708545593	74.49
D	7	1994	38	1.71	1.32	0.39	0.446056693	0.252382944	1.003753654	0.337273864	0.814244729	74.49
D	7	1995	39	1.64	1.19	0.45	0.479966199	0.266812377	0.924204888	0.350707724	0.821783056	74.49
D	7	1996	40	1.34	1.03	0.31	0.48015535	0.310128955	0.916915862	0.371356463	0.841648427	74.49
D	7	1997	41	1.41	0.93	0.48	0.554312475	0.288435633	1.05409132	0.36494329	0.92121527	74.49
D	7	1998	42	1.19	0.89	0.3	0.483248534	0.310087956	0.851781926	0.383450546	0.779315898	74.49
D	7	1999	43	1.17	0.82	0.35	0.529018661	0.302844587	0.99617505	0.37216179	0.896511901	74.49
D	7	2000	44	1.12	0.88	0.24	0.479179937	0.29560312	0.9672287	0.378901941	0.846865924	74.49
D	7	2001	45	1.02	0.7	0.32	0.540763584	0.33169615	0.909411363	0.405974867	0.835613903	74.49
D	7	2002	46	1.22	0.83	0.39	0.567009924	0.324458308	1.024886239	0.406759223	0.908056286	74.49
D	7	2003	47	0.99	0.68	0.31	0.529675635	0.309994893	0.974286422	0.387829157	0.840822747	74.49
D	7	2004	48	1.17	0.83	0.34	0.54213344	0.317197132	1.01033132	0.400013414	0.889073503	74.49
D	7	2005	49	1.04	0.75	0.29	0.530647222	0.302739836	1.024714663	0.381868092	0.915420832	74.49
D	7	2006	50	1.06	0.8	0.26	0.538714453	0.324379054	1.046313656	0.415887859	0.916642434	74.49
D	7	2007	51	1.07	0.76	0.31	0.522174615	0.309925866	0.981287526	0.370430893	0.894191483	74.49
D	7	2008	52	0.84	0.62	0.22	0.497333947	0.288251771	0.952366139	0.372081234	0.850318864	74.49
D	7	2009	53	0.87	0.57	0.3	0.495661518	0.281020115	0.822388829	0.377012793	0.721094097	74.49
D	7	2010	54	0.82	0.51	0.31	0.605027706	0.345972467	1.02446172	0.428484652	0.895469504	74.49
D	7	2011	55	1.12	0.78	0.34	0.546434475	0.331521749	0.995535958	0.39527487	0.893212391	74.49
D	7	2012	56	0.87	0.63	0.24	0.520641646	0.309848716	0.966614828	0.402871803	0.829787481	74.49
D	7	2013	57	0.74	0.47	0.27	0.555115155	0.324267754	0.887191672	0.425616009	0.780539593	74.49
D	7	2014	58	0.94	0.63	0.31	0.552653526	0.309820835	0.973748102	0.406159763	0.850366657	74.49
D	7	2015	59	1.09	0.79	0.3	0.474585515	0.273722411	0.822150395	0.376487799	0.732909499	74.49
D	7	2016	60	0.97	0.72	0.25	0.513691333	0.288139383	0.923129727	0.412014208	0.806521454	74.49
D	7	2017	61	0.99	0.69	0.3	0.531775672	0.288125739	0.951942736	0.409431717	0.813166767	74.49
D	7	2018	62	0.94	0.55	0.39	0.653474434	0.324188594	1.06733708	0.450127772	0.940245369	74.49
D	8	1958	1	0	0	0	0	0	0	0	0	95.58
D	8	1959	2	1.21	0.85	0.36	0.631650113	0.37756945	0.73341553	0.614453029	0.672254338	95.58
D	8	1960	3	3.65	2.63	1.02	0.377990946	0.26636435	0.570309068	0.322683784	0.520596668	95.58
D	8	1961	4	3.94	2.83	1.11	0.391582655	0.229293988	0.770454733	0.299470263	0.626427765	95.58
D	8	1962	5	2.65	2.15	0.5	0.397748851	0.251528506	0.814923805	0.322488031	0.721370378	95.58
D	8	1963	6	3.92	2.15	1.77	0.470226991	0.258938771	0.859386265	0.334862003	0.63465339	95.58
D	8	1964	7	3.84	2.76	1.08	0.44927328	0.25893324	0.874195651	0.33150447	0.750238016	95.58
D	8	1965	8	3.22	2.35	0.87	0.412305773	0.266341681	0.740753172	0.333308807	0.625688383	95.58
D	8	1966	9	2.9	2.43	0.47	0.384402188	0.221861788	0.888995281	0.31114861	0.763138768	95.58
D	8	1967	10	2.58	1.95	0.63	0.456358936	0.25892188	0.859334382	0.361062658	0.751323605	95.58
D	8	1968	11	2.95	2.43	0.52	0.420684462	0.258917981	0.940858367	0.335391125	0.819266786	95.58
D	8	1969	12	2.61	2.02	0.59	0.438996847	0.236677438	1.052031631	0.31373637	0.867854754	95.58
D	8	1970	13	2.36	1.88	0.48	0.375848796	0.258911342	0.688820103	0.313359864	0.620597111	95.58
D	8	1971	14	2.28	1.86	0.42	0.442521799	0.26632017	1.066832528	0.330121034	0.940296619	95.58
D	8	1972	15	2.7	2.08	0.62	0.428668854	0.23666882	0.940814376	0.306121674	0.839794877	95.58
D	8	1973	16	2.43	1.83	0.6	0.418518648	0.229254149	0.91115512	0.292235756	0.803681468	95.58
D	8	1974	17	2.01	1.47	0.54	0.432507337	0.251487393	0.903733918	0.299639616	0.7942028	95.58
D	8	1975	18	2.16	1.56	0.6	0.45170709	0.25148478	0.940784508	0.316861163	0.8023065	95.58
D	8	1976	19	2.18	1.65	0.53	0.453317645	0.266306309	0.963009836	0.324207413	0.855264592	95.58
D	8	1977	20	1.79	1.5	0.29	0.378389149	0.229244412	0.888883589	0.312552006	0.718926094	95.58
D	8	1978	21	2.03	1.6	0.43	0.409311821	0.251477788	0.896286526	0.314800493	0.760981876	95.58
D	8	1979	22	2.01	1.49	0.52	0.466594154	0.258886597	0.955571094	0.331460265	0.853804721	95.58
D	8	1980	23	1.89	1.26	0.63	0.517972188	0.273707054	0.977796343	0.334822712	0.88427114	95.58
D	8	1981	24	1.71	1.11	0.6	0.47944735	0.273704737	0.903675366	0.321044548	0.772492534	95.58
D	8	1982	25	1.07	0.63	0.44	0.524512098	0.25888001	0.962960691	0.336287929	0.794014886	95.58
D	8	1983	26	0.96	0.7	0.26	0.467013836	0.251467144	1.01483549	0.310228761	0.889127499	95.58
D	8	1984	27	0.74	0.54	0.2	0.454309284	0.28852283	0.977774851	0.332716332	0.782610256	95.58
D	8	1985	28	0.97	0.63	0.34	0.494127456	0.281110567	0.911069092	0.334754137	0.789436839	95.58
D	8	1986	29	0.89	0.65	0.24	0.474467784	0.273698076	0.96294374	0.348494609	0.815645132	95.58
D	8	1987	30	0.87	0.59	0.28	0.490410992	0.303341655	0.896238718	0.355722762	0.774218333	95.58
D	8	1988	31	1.12	0.83	0.29	0.47684122	0.273695561	0.948112023	0.368701665	0.786344084	95.58
D	8	1989	32	1.04	0.73	0.31	0.502156736	0.281105361	0.977751807	0.357247216	0.843395285	95.58
D	8	1990	33	0.96	0.68	0.28	0.482593271	0.273692823	1.029625103	0.343662398	0.81999682	95.58
D	8	1991	34	1.04	0.81	0.23	0.445856191	0.273691388	0.999975857	0.342312476	0.810510144	95.58
D	8	1992	35	0.77	0.57	0.2	0.422103432	0.266279309	0.881395249	0.318936556	0.716129028	95.58
D	8	1993	36	1.02	0.69	0.33	0.465430566	0.244044798	0.940679217	0.297640579	0.816264177	95.58
D	8	1994	37	1.93	1.39	0.54	0.484956588	0.258865517	1.007369197	0.345824221	0.843093605	95.58
D	8	1995	38	1.79	1.2	0.59	0.496714817	0.244041418	0.985129167	0.311109868	0.874216409	95.58
D	8	1996	39	1.46	1.1	0.36	0.458813096	0.266271715	1.029585735	0.318686549	0.886977544	95.58
D	8	1997	40	1.36	0.88	0.48	0.560248872	0.25144841	1.029579743	0.364378755	0.919344088	95.58
D	8	1998	41	1.07	0.73	0.34	0.473976697	0.303322441	0.829483747	0.369612784	0.698052158	95.58
D	8	1999	42	0.99	0.62	0.37	0.571378317	0.310731609	1.029568849	0.367148387	0.913601444	95.58
D	8	2000	43	0.99	0.72	0.27	0.515608418	0.295908571	1.022153131	0.388747748	0.85390354	95.58
D	8	2001	44	1.09	0.68	0.41	0.554327122	0.295907361	0.977683952	0.404015265	0.803624836	95.58
D	8	2002	45	1.43	0.78	0.65	0.634200788	0.266263263	1.051784269	0.358040439	0.965593207	95.58
D	8	2003	46	0.89	0.54	0.35	0.599985651	0.318135377	0.985083779	0.414884201	0.885570744	95.58
D	8	2004	47	1.04	0.74	0.3	0.523988948	0.288491707	1.007310383	0.368805662	0.906774385	95.58
D	8	2005	48	1.04	0.59	0.45	0.609420627	0.295900971	0.985073925	0.381058591	0.90882863	95.58
D	8	2006	49	1.04	0.67	0.37	0.557686999	0.325541107	1.02953112	0.393672941	0.854685428	95.58
D	8	2007	50	0.94	0.59	0.35	0.576231649	0.303308072	0.992474804	0.397885263	0.876872698	95.58
D	8	2008	51	0.69	0.44	0.25	0.551178526	0.288486171	0.985061039	0.35652699	0.893765228	95.58
D	8	2009	52	0.72	0.4	0.32	0.538787194	0.281074944	0.844260723	0.377224359	0.740740737	95.58
D	8	2010	53	0.87	0.5	0.37	0.575442291	0.288484312	0.977643516	0.361698263	0.864285573	95.58
D	8	2011	54	0.99	0.54	0.45	0.593801498	0.295893059	0.970229135	0.346530285	0.890526953	95.58
D	8	2012	55	0.87	0.56	0.31	0.569645229	0.332943093	0.999865202	0.404928584	0.867197878	95.58
D	8	2013	56	0.69	0.42	0.27	0.599495122	0.30330094	1.059143765	0.366993666	0.961164054	95.58
D	8	2014	57	0.89	0.48	0.41	0.61985674	0.310709957	0.992448267	0.391604925	0.887078377	95.58
D	8	2015	58	0.64	0.46	0.18	0.501868013	0.295888435	0.881291444	0.403174956	0.754083604	95.58
D	8	2016	59	0.5	0.28	0.22	0.637792091	0.288477431	1.044312861	0.389308603	0.954043802	95.58
D	8	2017	60	0.57	0.38	0.19	0.575131873	0.318117278	1.007259325	0.412109093	0.901177434	95.58
