plot	repID	d.cm	RingCount	PathLength	variable	value	radius	year
F	3	20.2	50	64.7459	X2017	0.721	0.721	2017
F	3	25.5	51	78.7512	X2017	1.416	1.416	2017
N	3	19	49	55.0077	X2017	0.488	0.488	2017
N	35	11.1	57	46.5744	X2017	0.124	0.124	2017
N	110	35	141	75.2227	X2017	0.174	0.174	2017
S	40	12.7	48	35.4506	X2017	0.587	0.587	2017
S	46	14.6	56	52.6239	X2017	0.781	0.781	2017
S	80	25.5	61	59.3595	X2017	0.762	0.762	2017
S	82	26.1	48	47.6494	X2017	1.037	1.037	2017
W	1	12.3	70	48.3875	X2017	0.274	0.274	2017
W	2	14.5	58	48.1658	X2017	0.369	0.369	2017
W	3	25.5	45	67.6176	X2017	1.439	1.439	2017
C	1	14	55	40.692	X2018	0.656	0.656	2018
C	1	20.7	51	54.9881	X2018	0.758	0.758	2018
C	1	27.2	55	83.3176	X2018	1.623	1.623	2018
C	2	10.6	54	38.1425	X2018	0.381	0.381	2018
C	2	14.7	56	51.6265	X2018	0.212	0.212	2018
C	2	25.7	58	65.2647	X2018	0.693	0.693	2018
C	3	14	58	44.6249	X2018	0.202	0.202	2018
C	3	23.5	49	66.7462	X2018	0.487	0.487	2018
C	3	25.5	55	67.2356	X2018	0.444	0.444	2018
C	57	18.1	55	42.9563	X2018	0.423	0.423	2018
E	54	17.2	58	63.5423	X2018	0.299	0.299	2018
E	56	17.8	60	56.3447	X2018	0.325	0.325	2018
E	80	25.5	37	60.8427	X2018	1.503	1.503	2018
E	82	26.1	47	65.3303	X2018	0.914	0.914	2018
E	88	28	49	60.0893	X2018	0.504	0.504	2018
F	1	12.3	64	45.7905	X2018	0.233	0.233	2018
F	1	18.2	50	65.5565	X2018	1.482	1.482	2018
F	1	30.3	34	79.375	X2018	3.958	3.958	2018
F	2	16	55	47.6059	X2018	0.358	0.358	2018
F	2	18.5	58	53.1488	X2018	0.199	0.199	2018
F	2	28	49	61.2615	X2018	2.522	2.522	2018
F	3	16.7	68	69.5974	X2018	0.847	0.847	2018
F	3	20.2	50	64.7459	X2018	0.692	0.692	2018
F	3	25.5	51	78.7512	X2018	1.194	1.194	2018
N	3	19	49	55.0077	X2018	0.378	0.378	2018
N	35	11.1	57	46.5744	X2018	0.115	0.115	2018
N	110	35	141	75.2227	X2018	0.136	0.136	2018
S	40	12.7	48	35.4506	X2018	0.513	0.513	2018
S	46	14.6	56	52.6239	X2018	0.601	0.601	2018
S	80	25.5	61	59.3595	X2018	0.868	0.868	2018
S	82	26.1	48	47.6494	X2018	1.185	1.185	2018
W	1	12.3	70	48.3875	X2018	0.275	0.275	2018
W	2	14.5	58	48.1658	X2018	0.167	0.167	2018
W	3	25.5	45	67.6176	X2018	1.26	1.26	2018
C	1	14	55	40.692	X2019	0.778	0.778	2019
C	1	20.7	51	54.9881	X2019	0.662	0.662	2019
C	1	27.2	55	83.3176	X2019	1.347	1.347	2019
C	2	10.6	54	38.1425	X2019	0.465	0.465	2019
C	2	14.7	56	51.6265	X2019	0.255	0.255	2019
C	2	25.7	58	65.2647	X2019	0.73	0.73	2019
C	3	14	58	44.6249	X2019	0.219	0.219	2019
C	3	23.5	49	66.7462	X2019	0.55	0.55	2019
C	3	25.5	55	67.2356	X2019	0.444	0.444	2019
C	57	18.1	55	42.9563	X2019	0.381	0.381	2019
E	54	17.2	58	63.5423	X2019	0.242	0.242	2019
E	56	17.8	60	56.3447	X2019	0.478	0.478	2019
E	80	25.5	37	60.8427	X2019	1.312	1.312	2019
E	82	26.1	47	65.3303	X2019	0.988	0.988	2019
E	88	28	49	60.0893	X2019	0.652	0.652	2019
F	1	12.3	64	45.7905	X2019	0.4	0.4	2019
F	1	18.2	50	65.5565	X2019	2.022	2.022	2019
F	1	30.3	34	79.375	X2019	4.417	4.417	2019
F	2	16	55	47.6059	X2019	0.624	0.624	2019
F	2	18.5	58	53.1488	X2019	0.246	0.246	2019
F	2	28	49	61.2615	X2019	2.042	2.042	2019
F	3	16.7	68	69.5974	X2019	1.079	1.079	2019
F	3	20.2	50	64.7459	X2019	0.653	0.653	2019
F	3	25.5	51	78.7512	X2019	1.422	1.422	2019
N	3	19	49	55.0077	X2019	0.445	0.445	2019
N	35	11.1	57	46.5744	X2019	0.144	0.144	2019
N	110	35	141	75.2227	X2019	0.168	0.168	2019
S	40	12.7	48	35.4506	X2019	0.482	0.482	2019
S	46	14.6	56	52.6239	X2019	0.451	0.451	2019
S	80	25.5	61	59.3595	X2019	0.762	0.762	2019
S	82	26.1	48	47.6494	X2019	1.163	1.163	2019
W	1	12.3	70	48.3875	X2019	0.246	0.246	2019
W	2	14.5	58	48.1658	X2019	0.285	0.285	2019
W	3	25.5	45	67.6176	X2019	1.358	1.358	2019
C	1	14	55	40.692	X2020	0.721	0.721	2020
C	1	20.7	51	54.9881	X2020	0.586	0.586	2020
C	1	27.2	55	83.3176	X2020	0.793	0.793	2020
C	2	10.6	54	38.1425	X2020	0.466	0.466	2020
C	2	14.7	56	51.6265	X2020	0.232	0.232	2020
C	2	25.7	58	65.2647	X2020	0.543	0.543	2020
C	3	14	58	44.6249	X2020	0.227	0.227	2020
C	3	23.5	49	66.7462	X2020	0.506	0.506	2020
C	3	25.5	55	67.2356	X2020	0.41	0.41	2020
C	57	18.1	55	42.9563	X2020	0.241	0.241	2020
E	54	17.2	58	63.5423	X2020	0.233	0.233	2020
E	56	17.8	60	56.3447	X2020	0.514	0.514	2020
E	80	25.5	37	60.8427	X2020	0.974	0.974	2020
E	82	26.1	47	65.3303	X2020	0.59	0.59	2020
E	88	28	49	60.0893	X2020	0.57	0.57	2020
F	1	12.3	64	45.7905	X2020	0.22	0.22	2020
F	1	18.2	50	65.5565	X2020	1.286	1.286	2020
F	1	30.3	34	79.375	X2020	2.815	2.815	2020
F	2	16	55	47.6059	X2020	0.621	0.621	2020
F	2	18.5	58	53.1488	X2020	0.275	0.275	2020
F	2	28	49	61.2615	X2020	1.038	1.038	2020
F	3	16.7	68	69.5974	X2020	0.805	0.805	2020
F	3	20.2	50	64.7459	X2020	0.457	0.457	2020
F	3	25.5	51	78.7512	X2020	0.907	0.907	2020
N	3	19	49	55.0077	X2020	0.509	0.509	2020
N	35	11.1	57	46.5744	X2020	0.152	0.152	2020
N	110	35	141	75.2227	X2020	0.143	0.143	2020
S	40	12.7	48	35.4506	X2020	0.489	0.489	2020
S	46	14.6	56	52.6239	X2020	0.509	0.509	2020
S	80	25.5	61	59.3595	X2020	0.487	0.487	2020
S	82	26.1	48	47.6494	X2020	0.867	0.867	2020
W	1	12.3	70	48.3875	X2020	0.267	0.267	2020
W	2	14.5	58	48.1658	X2020	0.232	0.232	2020
W	3	25.5	45	67.6176	X2020	1.313	1.313	2020
