Snr	year	age	wid	wid.e	wid.l	wg	wg.mn	wg.mx	wg.e	wg.l	trt	bg
8	1986	29	1.055	0.775	0.28	0.474163895	0.2736974925	0.9518243755	0.3504162615	0.815643012	C	4
8	1987	30	1.02	0.71	0.31	0.497021367	0.3070465945	0.9036473555	0.367792775	0.7899959665	C	4
8	1988	31	1.215	0.89	0.325	0.4752047195	0.2699892535	0.9369925175	0.361100973	0.788379126	C	4
8	1989	32	1.29	0.925	0.365	0.4941855425	0.2811045965	0.962926224	0.3533855025	0.847058897	C	4
8	1990	33	1.21	0.87	0.34	0.466490679	0.277397216	0.9666268805	0.3425506345	0.779550165	C	4
8	1991	34	1.13	0.88	0.25	0.4400483315	0.273690191	0.9666219485	0.332613106	0.8182279005	C	4
8	1992	35	0.945	0.71	0.235	0.4197885715	0.273688936	0.8591581235	0.3256944855	0.7006311875	C	4
8	1993	36	1.265	0.86	0.405	0.4539496685	0.251454636	0.89250309	0.3017444525	0.775948826	C	4
8	1994	37	1.885	1.36	0.525	0.472520242	0.2588641535	0.9443723005	0.3461958585	0.799605233	C	4
8	1995	38	1.725	1.16	0.565	0.485735751	0.251451256	0.925838231	0.3220395345	0.8215254195	C	4
8	1996	39	1.475	1.11	0.365	0.452042698	0.269976189	0.959179931	0.327480934	0.831093325	C	4
8	1997	40	1.46	0.935	0.525	0.556770172	0.262563922	0.9777009015	0.3774165935	0.877728894	C	4
8	1998	41	1.07	0.65	0.42	0.5271315345	0.32184832	0.825776025	0.4092085525	0.7141140335	C	4
8	1999	42	0.94	0.595	0.345	0.5629136435	0.3255521395	0.9739864585	0.384443201	0.8700334015	C	4
8	2000	43	1.03	0.695	0.335	0.530526561	0.3144345425	0.9591606195	0.4095210415	0.796112556	C	4
8	2001	44	0.99	0.6	0.39	0.553344993	0.307022724	0.936924258	0.3990559645	0.789207937	C	4
8	2002	45	1.445	0.83	0.615	0.597579929	0.277378856	1.0110249195	0.3579201405	0.9173969315	C	4
8	2003	46	1.125	0.66	0.465	0.576811049	0.3070191715	0.9443247115	0.3942989085	0.8405861885	C	4
8	2004	47	1.08	0.755	0.325	0.520539988	0.2884913725	0.988782861	0.373784901	0.8640922825	C	4
8	2005	48	1.065	0.59	0.475	0.611645162	0.318132054	0.959136501	0.3996470985	0.8767732775	C	4
8	2006	49	0.965	0.64	0.325	0.54350631	0.325540789	1.007299359	0.386636557	0.8550993155	C	4
8	2007	50	0.94	0.62	0.32	0.5311383775	0.2884872095	0.981358937	0.374651932	0.8323334345	C	4
8	2008	51	0.715	0.445	0.27	0.548262108	0.2884861865	0.959124677	0.3645810755	0.8535550075	C	4
8	2009	52	0.73	0.435	0.295	0.5282462985	0.277369817	0.888723039	0.3763709655	0.752979145	C	4
8	2010	53	0.895	0.505	0.39	0.5736454705	0.2884844015	0.955412783	0.3619976925	0.84839794	C	4
8	2011	54	1.15	0.675	0.475	0.5763092585	0.299598315	0.9591136925	0.3588122655	0.8767274325	C	4
8	2012	55	0.98	0.665	0.315	0.536002123	0.3181226325	0.973929305	0.387172803	0.844724285	C	4
8	2013	56	0.74	0.45	0.29	0.5852510515	0.2847754145	1.036913033	0.364711033	0.927565709	C	4
8	2014	57	0.965	0.545	0.42	0.5872308995	0.2958895675	0.9813326205	0.358932118	0.882807888	C	4
8	2015	58	0.63	0.455	0.175	0.484692813	0.2847731415	0.907227253	0.3770317105	0.7651627155	C	4
8	2016	59	0.61	0.335	0.275	0.591834749	0.2699521035	0.9887368085	0.361788585	0.875002192	C	4
8	2017	60	0.63	0.41	0.22	0.550205268	0.295886819	0.9813238	0.377744081	0.873299691	C	4
8	2018	61	0.655	0.365	0.29	0.683970294	0.321821492	1.1443433215	0.4221135595	1.013900085	C	4
9	1963	1	3.265	2.015	1.25	0.5498349345	0.4213313645	0.69409197	0.5414406445	0.584384457	C	4
9	1964	2	3.645	3.26	0.385	0.444300642	0.35589315	0.71961572	0.4187296985	0.65970853	C	4
9	1965	3	3.685	3.13	0.555	0.4265580575	0.33773642	0.5923674015	0.4110333145	0.5138625085	C	4
9	1966	4	1.76	1.35	0.41	0.4231813435	0.294112617	0.650587589	0.373512425	0.591585963	C	4
9	1967	5	1.76	1.395	0.365	0.4521005105	0.348686014	0.7015375355	0.4033289665	0.639742876	C	4
9	1968	6	1.825	1.45	0.375	0.4507096225	0.3195999365	0.7961443075	0.3859791075	0.7015585635	C	4
9	1969	7	1.23	0.85	0.38	0.487460227	0.3050586325	0.7925280715	0.385629545	0.7146715025	C	4
9	1970	8	0.98	0.705	0.275	0.474947432	0.345082786	0.708873522	0.4080782835	0.6464747195	C	4
9	1971	9	1.08	0.815	0.265	0.443686057	0.3087107905	0.756183989	0.3718554665	0.667120927	C	4
9	1972	10	0.88	0.625	0.255	0.463067348	0.2505101715	0.887165861	0.337679156	0.773387487	C	4
9	1973	11	0.945	0.67	0.275	0.529395428	0.312361026	0.970858345	0.396099872	0.8512344185	C	4
9	1974	12	1.08	0.73	0.35	0.5383695145	0.3341968395	0.90539385	0.4114453765	0.803369818	C	4
9	1975	13	0.845	0.515	0.33	0.598226612	0.370585794	0.916325249	0.4657352625	0.8050318165	C	4
9	1976	14	0.945	0.695	0.25	0.5342147895	0.3560395925	0.9236206165	0.4363903635	0.806919768	C	4
9	1977	15	0.745	0.505	0.24	0.493145279	0.326940531	0.759908873	0.4080050335	0.667373246	C	4
9	1978	16	0.78	0.55	0.23	0.478008323	0.3196681705	0.821771507	0.385374419	0.720123679	C	4
9	1979	17	0.78	0.55	0.23	0.4581193335	0.2905658185	0.8072314045	0.358108343	0.6980105315	C	4
9	1980	18	0.82	0.525	0.295	0.522344936	0.3051248315	0.8982095035	0.384652886	0.7699987075	C	4
9	1981	19	0.685	0.445	0.24	0.5280529995	0.3524322195	0.807258517	0.428929283	0.710421886	C	4
9	1982	20	0.755	0.46	0.295	0.582281209	0.3269660355	0.978288708	0.4211986475	0.821419536	C	4
9	1983	21	0.58	0.41	0.17	0.4857802335	0.297861718	0.920080616	0.3701178865	0.7657748815	C	4
9	1984	22	0.55	0.37	0.18	0.502495494	0.330613652	0.8727877015	0.393751047	0.726025745	C	4
9	1985	23	0.575	0.385	0.19	0.508026001	0.3233397445	0.880076077	0.3904467035	0.7484278765	C	4
9	1986	24	0.61	0.425	0.185	0.481211975	0.316066053	0.8327826635	0.395376569	0.674700101	C	4
9	1987	25	0.605	0.395	0.21	0.510890237	0.3306254045	0.843710117	0.4047519505	0.7105881535	C	4
9	1988	26	0.56	0.365	0.195	0.4959264145	0.312435507	0.8801070215	0.3940990395	0.69382655	C	4
9	1989	27	0.55	0.355	0.195	0.491742079	0.3160780825	0.8801183725	0.378944589	0.6964389635	C	4
9	1990	28	0.655	0.47	0.185	0.474686598	0.334276719	0.843741551	0.379675925	0.715546622	C	4
9	1991	29	0.68	0.47	0.21	0.4835369625	0.3160858005	0.832836797	0.381701013	0.7116861465	C	4
9	1992	30	0.68	0.45	0.23	0.5136071655	0.3306467695	0.8401258765	0.407187639	0.7218158495	C	4
9	1993	31	1.265	0.81	0.455	0.4728229055	0.2869821775	0.79647785	0.3523355275	0.687191861	C	4
9	1994	32	1.37	1.05	0.32	0.487536173	0.294270875	0.9748292505	0.39049796	0.806281925	C	4
9	1995	33	1.195	0.765	0.43	0.540314034	0.297916037	0.9384578135	0.368838778	0.8408841875	C	4
9	1996	34	1.03	0.7	0.33	0.5645624485	0.348876398	0.9894322765	0.4248364155	0.8643951145	C	4
9	1997	35	1.05	0.555	0.495	0.629294333	0.3598016575	0.989453818	0.440332917	0.843953042	C	4
9	1998	36	0.695	0.43	0.265	0.5750148945	0.378006493	0.8657208	0.4651237935	0.7617927435	C	4
9	1999	37	0.645	0.38	0.265	0.59306347	0.3707329695	0.9094086595	0.463260429	0.7803320095	C	4
9	2000	38	0.62	0.43	0.19	0.526048468	0.341621462	0.880303634	0.4221584295	0.7622011445	C	4
9	2001	39	0.545	0.36	0.185	0.522288913	0.3270667565	0.8329963005	0.4180105375	0.7254956965	C	4
9	2002	40	0.62	0.395	0.225	0.5636238255	0.3452692225	0.9276421655	0.4319869675	0.7946434675	C	4
9	2003	41	0.545	0.33	0.215	0.573016341	0.370752601	0.8111771355	0.4681870655	0.73450052	C	4
9	2004	42	0.67	0.4	0.27	0.5947264115	0.3561974475	0.9094667925	0.4481597155	0.812320657	C	4
9	2005	43	0.73	0.455	0.275	0.5766682525	0.3671221725	0.8585214155	0.459460234	0.771755133	C	4
9	2006	44	0.68	0.49	0.19	0.5221077595	0.348928014	0.884013398	0.422638841	0.780717853	C	4
9	2007	45	0.63	0.41	0.22	0.5354985535	0.3270929465	0.8621854445	0.407213501	0.7757806195	C	4
9	2008	46	0.62	0.405	0.215	0.5532210405	0.338017605	0.880397099	0.4366889565	0.7730530565	C	4
9	2009	47	0.695	0.475	0.22	0.4903855505	0.312541244	0.76392465	0.4058504685	0.670159736	C	4
9	2010	48	0.595	0.385	0.21	0.541672495	0.330746733	0.8622196155	0.4220576775	0.758733526	C	4
9	2011	49	0.77	0.49	0.28	0.563256225	0.3307509395	0.9131976355	0.420798575	0.808525951	C	4
9	2012	50	0.61	0.415	0.195	0.5214106915	0.352597939	0.774876939	0.443579396	0.6961478365	C	4
9	2013	51	0.485	0.265	0.22	0.5425352105	0.3526023785	0.7676037975	0.4183216425	0.699984473	C	4
9	2014	52	0.545	0.33	0.215	0.5457442115	0.3453252825	0.8367810595	0.4168675175	0.7517852165	C	4
9	2015	53	0.605	0.425	0.18	0.480703176	0.3089255215	0.778544433	0.394819959	0.6910385705	C	4
9	2016	54	0.63	0.395	0.235	0.5086402485	0.3198506535	0.7785549815	0.395964907	0.707129633	C	4
9	2017	55	0.52	0.345	0.175	0.497541068	0.3307764195	0.7530800155	0.4067013555	0.684334426	C	4
9	2018	56	0.605	0.34	0.265	0.647776916	0.363544761	0.9897268125	0.452840991	0.894846124	C	4
10	1954	1	3.955	2.75	1.205	0.671407101	0.468352066	0.8777585635	0.636111257	0.740801694	C	4
10	1955	2	1.72	1.255	0.465	0.7180405745	0.593530592	0.9034059165	0.6629328865	0.8171516895	C	4
10	1956	3	2.455	1.475	0.98	0.6196743225	0.3831380135	0.884702901	0.491754052	0.8069985215	C	4
10	1957	4	2.98	1.14	1.84	0.648832569	0.48632846	0.8771226475	0.5674245	0.762511743	C	4
10	1958	5	3.19	2.275	0.915	0.4725469155	0.2796548345	0.880362878	0.3792081965	0.7339175105	C	4
10	1959	6	3.31	2.63	0.68	0.4736862905	0.323780546	0.9021199505	0.397849462	0.77760279	C	4
10	1960	7	2.645	2.075	0.57	0.4465733195	0.301561707	0.853962715	0.3648541895	0.7426095415	C	4
10	1961	8	3.215	2.615	0.6	0.440444104	0.268323989	0.9162174785	0.354737504	0.8078700815	C	4
10	1962	9	1.465	1.12	0.345	0.449747248	0.2866285315	0.916054081	0.35490746	0.7600333665	C	4
10	1963	10	2.085	1.505	0.58	0.5335629295	0.2939495945	1.052003844	0.3858677785	0.910157997	C	4
10	1964	11	2.145	1.63	0.515	0.4970936585	0.315942632	1.0002299455	0.3723535545	0.855200568	C	4
10	1965	12	2.07	1.525	0.545	0.505236753	0.308517921	0.9999861865	0.377421558	0.863107943	C	4
10	1966	13	2.19	1.68	0.51	0.5119596955	0.2826909065	1.0732815	0.382518325	0.8903378415	C	4
10	1967	14	2.32	1.665	0.655	0.5418316665	0.315720875	1.0582759935	0.398865245	0.903599136	C	4
10	1968	15	2.38	1.935	0.445	0.507678808	0.3193071305	1.109441943	0.408085636	0.92434364	C	4
10	1969	16	1.6	1.115	0.485	0.5922390755	0.337598258	1.1496686925	0.412551204	0.998170993	C	4
10	1970	17	1.795	1.39	0.405	0.5757947065	0.344899524	1.1494246635	0.4468249565	0.964052023	C	4
10	1971	18	1.97	1.53	0.44	0.541130437	0.348498299	1.1418266685	0.4313006455	0.9271994075	C	4
10	1972	19	2.04	1.57	0.47	0.527204073	0.289648682	1.1635927325	0.390676592	0.9797468145	C	4
10	1973	20	1.915	1.37	0.545	0.5688974615	0.3152912205	1.1633407245	0.403320164	0.981245307	C	4
10	1974	21	1.74	1.22	0.52	0.582505607	0.337239139	1.148413542	0.4069049485	0.9819805245	C	4
10	1975	22	1.915	1.42	0.495	0.581513106	0.3334971725	1.1297893525	0.43462611	1.0021006505	C	4
10	1976	23	1.575	1.145	0.43	0.58581617	0.3664589635	1.089249176	0.4465689285	0.9514942985	C	4
10	1977	24	1.275	1.035	0.24	0.485323542	0.3186995835	0.979012212	0.411754288	0.786929181	C	4
10	1978	25	1.135	0.855	0.28	0.531151314	0.3223248575	1.0852656565	0.4170006705	0.888233947	C	4
10	1979	26	1.47	1.08	0.39	0.5713577615	0.31860845	1.1070901815	0.4290639545	0.9680124705	C	4
10	1980	27	1.36	0.91	0.45	0.5996644265	0.3222193975	1.0959016185	0.404789928	0.9953703155	C	4
10	1981	28	1.105	0.72	0.385	0.5759688915	0.31483507	1.044432372	0.3858384635	0.9310050545	C	4
10	1982	29	1.325	0.655	0.67	0.715914124	0.358764351	1.113917514	0.45026115	0.9957474075	C	4
10	1983	30	0.94	0.67	0.27	0.55319394	0.333057175	1.06611431	0.4041820555	0.920853915	C	4
10	1984	31	0.745	0.52	0.225	0.551804098	0.3256960645	1.051360209	0.4054751935	0.8905041335	C	4
10	1985	32	0.88	0.585	0.295	0.5446453685	0.3256716665	0.9633388465	0.396960513	0.855245904	C	4
10	1986	33	1.215	0.85	0.365	0.5462377755	0.2999867575	1.0181247295	0.4088027115	0.872991758	C	4
10	1987	34	1.08	0.75	0.33	0.517694813	0.3109211385	0.9520650315	0.3922295395	0.8174138155	C	4
10	1988	35	1.025	0.75	0.275	0.5313293705	0.299897431	1.058175976	0.406169627	0.874477465	C	4
10	1989	36	1.19	0.78	0.41	0.6165186985	0.310854881	1.0909728585	0.4309723475	0.970182181	C	4
10	1990	37	1.46	1.06	0.4	0.566437911	0.329110818	1.0871218465	0.4293747965	0.9305443925	C	4
10	1991	38	1.26	0.93	0.33	0.527419445	0.281453042	1.08329371	0.384355425	0.925658632	C	4
10	1992	39	1.13	0.835	0.295	0.526669834	0.307040197	1.006260561	0.4041483775	0.873038063	C	4
10	1993	40	1.835	1.385	0.45	0.4534427765	0.2703817055	0.9584711735	0.3299479395	0.853186666	C	4
10	1994	41	2.19	1.63	0.56	0.5166109835	0.2630024365	1.1119326695	0.372583202	0.959397336	C	4
10	1995	42	1.845	1.225	0.62	0.588406799	0.288553476	1.08974364	0.3836174795	1.0038528955	C	4
10	1996	43	1.7	1.23	0.47	0.5595594265	0.3250784385	1.085857627	0.41328654	0.9564081575	C	4
10	1997	44	1.435	0.98	0.455	0.5850458615	0.292092379	1.100304552	0.404763973	0.972601285	C	4
10	1998	45	1.19	0.825	0.365	0.5299415635	0.3066778625	0.928276712	0.4100772395	0.800734084	C	4
10	1999	46	1.365	0.905	0.46	0.57078003	0.3139433615	1.01952901	0.4203047875	0.865274536	C	4
10	2000	47	1.05	0.79	0.26	0.5334673525	0.3029245755	1.077864719	0.401830099	0.9155402215	C	4
10	2001	48	0.945	0.665	0.28	0.53566185	0.3028865405	1.0338769765	0.3900855515	0.877709888	C	4
10	2002	49	1.115	0.695	0.42	0.6008512835	0.295540945	1.132421047	0.391827225	0.9448728565	C	4
10	2003	50	0.955	0.63	0.325	0.599060958	0.313771469	1.099405289	0.4055043055	0.9642652845	C	4
10	2004	51	1.14	0.73	0.41	0.618501797	0.3100830145	1.091953293	0.412199605	0.9886117485	C	4
10	2005	52	1.34	0.765	0.575	0.6483446415	0.328306757	1.0808258565	0.4177949575	0.9604929895	C	4
10	2006	53	1.1	0.71	0.39	0.6260014955	0.353827246	1.128151194	0.4395596865	0.9664412425	C	4
10	2007	54	1.2	0.715	0.485	0.6299533075	0.350127729	1.0622677285	0.4234415935	0.93102993	C	4
10	2008	55	1.125	0.71	0.415	0.6087425585	0.3281627415	1.051165085	0.4238348285	0.927817024	C	4
10	2009	56	1.21	0.705	0.505	0.614286255	0.306212082	1.0181387995	0.4141695085	0.8941590825	C	4
10	2010	57	0.935	0.565	0.37	0.660224031	0.3463297095	1.0837441925	0.442414371	0.9847938655	C	4
10	2011	58	0.995	0.61	0.385	0.660229119	0.36454339	1.090911823	0.4545332525	0.98251605	C	4
10	2012	59	0.815	0.57	0.245	0.5801031555	0.32799543	1.0542983345	0.4310661275	0.9362128975	C	4
10	2013	60	0.73	0.435	0.295	0.641995521	0.3389129925	1.057861073	0.4393003855	0.938624926	C	4
10	2014	61	1.065	0.625	0.44	0.6735392405	0.327936521	1.108832262	0.4379339935	1.00540024	C	4
10	2015	62	1.04	0.68	0.36	0.614442527	0.320597067	1.094088191	0.4336104785	0.9622025965	C	4
10	2016	63	1.23	0.71	0.52	0.645516818	0.316905526	1.07206349	0.421085584	0.955109857	C	4
10	2017	64	0.865	0.55	0.315	0.614988616	0.32415978	1.0609927115	0.4217406355	0.956528598	C	4
10	2018	65	1.235	0.53	0.705	0.792238325	0.353310585	1.246871321	0.4621631215	1.043613823	C	4
11	1950	1	3.635	1.945	1.69	0.500928056	0.341855804	0.6475325365	0.4443807735	0.547789419	C	4
11	1951	2	1.14	0.855	0.285	0.4368454745	0.3492932205	0.614437868	0.3972960665	0.559091841	C	4
11	1952	3	1.465	0.945	0.52	0.427724781	0.30512918	0.647637014	0.358545335	0.558325701	C	4
11	1953	4	2.06	0.665	1.395	0.5645217295	0.2904194575	0.7618871	0.4123932475	0.646367084	C	4
11	1954	5	2.515	2.035	0.48	0.467478632	0.1873452765	0.9388255525	0.4099460835	0.7286169335	C	4
11	1955	6	1.535	1.165	0.37	0.5348100045	0.3236566615	1.0162744465	0.425717435	0.8564134165	C	4
11	1956	7	1.19	0.925	0.265	0.461091759	0.3310489325	0.824762414	0.3847658135	0.7280045445	C	4
11	1957	8	0.585	0.385	0.2	0.576869458	0.334756425	1.038486069	0.4154456235	0.8872390955	C	4
11	1958	9	0.885	0.695	0.19	0.5005157345	0.2942418735	1.053276548	0.390320964	0.9034149455	C	4
11	1959	10	1.03	0.75	0.28	0.5322538895	0.3089948635	1.0128096175	0.4018362055	0.8814521185	C	4
11	1960	11	0.93	0.635	0.295	0.516107958	0.3126995415	0.942848413	0.3684046525	0.833901666	C	4
11	1961	12	0.78	0.57	0.21	0.489152405	0.242698275	0.9944820635	0.348423666	0.8648637395	C	4
11	1962	13	0.955	0.71	0.245	0.458697234	0.279564756	0.8729204955	0.351556992	0.770168593	C	4
11	1963	14	1.105	0.725	0.38	0.5581035505	0.338546032	0.979858627	0.399780371	0.8578719305	C	4
11	1964	15	0.93	0.66	0.27	0.5164141	0.3201389835	0.972539172	0.3873655135	0.8312795215	C	4
11	1965	16	0.97	0.68	0.29	0.5278655415	0.3275285125	0.9652223555	0.3953863925	0.840810854	C	4
11	1966	17	0.9	0.615	0.285	0.541973664	0.305430828	0.9984505505	0.391339548	0.8658150595	C	4
11	1967	18	0.93	0.655	0.275	0.4993246605	0.287015348	0.935836435	0.3687132425	0.810965734	C	4
11	1968	19	1.105	0.815	0.29	0.5194328815	0.312836254	1.017006569	0.3973205815	0.8628645955	C	4
11	1969	20	0.805	0.6	0.205	0.490770487	0.3054831165	0.9838730405	0.3749170315	0.830929452	C	4
11	1970	21	1.18	0.885	0.295	0.5057645985	0.3239319395	0.9986885435	0.391658017	0.848245432	C	4
11	1971	22	1.19	0.96	0.23	0.4794449195	0.3239575705	0.928698589	0.4015635085	0.8029967735	C	4
11	1972	23	1.21	0.94	0.27	0.450837744	0.261295202	0.987765221	0.3322604465	0.864181189	C	4
11	1973	24	1.115	0.88	0.235	0.4697610755	0.2871246015	1.021023526	0.3561810915	0.8971623085	C	4
11	1974	25	1.29	0.95	0.34	0.497136941	0.3055832825	0.9215231895	0.3791384955	0.8263813695	C	4
11	1975	26	1.585	1.13	0.455	0.545617621	0.301920787	0.991686004	0.4056568395	0.897225952	C	4
11	1976	27	1.385	1.075	0.31	0.5352499375	0.3388311775	1.036036805	0.426478235	0.9126470035	C	4
11	1977	28	1.09	0.89	0.2	0.4702015275	0.3204192065	0.8996109345	0.4010540865	0.778604268	C	4
11	1978	29	1.07	0.84	0.23	0.4698658755	0.301989428	0.973450978	0.371445274	0.8291141715	C	4
11	1979	30	0.93	0.695	0.235	0.5141482025	0.3204569635	0.995641151	0.395827054	0.8635974965	C	4
11	1980	31	1.015	0.7	0.315	0.5645605175	0.3094030545	1.0547356655	0.393182654	0.9429553715	C	4
11	1981	32	0.905	0.61	0.295	0.5479674005	0.309423789	0.9625416775	0.3959431505	0.8642176185	C	4
11	1982	33	0.955	0.525	0.43	0.6528490885	0.3278895775	1.054845334	0.425036875	0.9273000985	C	4
11	1983	34	0.68	0.47	0.21	0.561915253	0.331595888	1.0622743545	0.4073797345	0.9082041215	C	4
11	1984	35	0.535	0.335	0.2	0.5643738825	0.327918815	0.958980944	0.4172941225	0.812555777	C	4
11	1985	36	0.745	0.44	0.305	0.543098664	0.3057873475	0.86675768	0.392038661	0.7603429895	C	4
11	1986	37	0.76	0.515	0.245	0.5172150125	0.3021107045	0.9479927055	0.3881896935	0.7835784495	C	4
11	1987	38	0.705	0.49	0.215	0.5349544445	0.32795826	0.9627924665	0.401438304	0.8393002915	C	4
11	1988	39	0.56	0.395	0.165	0.4623644865	0.291064399	0.863168668	0.363621341	0.70322146	C	4
11	1989	40	0.665	0.45	0.215	0.570921577	0.3242906935	1.0625227165	0.406143416	0.9155003365	C	4
11	1990	41	0.865	0.565	0.3	0.554766024	0.3390704865	0.9592186255	0.41224748	0.826083859	C	4
11	1991	42	0.805	0.55	0.255	0.517353634	0.291099811	0.9777230575	0.372681881	0.8332551285	C	4
11	1992	43	0.69	0.485	0.205	0.4971995015	0.316954249	0.8522479825	0.394483498	0.7458983745	C	4
11	1993	44	1.04	0.765	0.275	0.450702918	0.265285241	0.933519183	0.319065381	0.812299849	C	4
11	1994	45	1.48	1.13	0.35	0.4660268795	0.261608676	1.0443676485	0.346970043	0.846355556	C	4
11	1995	46	1.345	0.895	0.45	0.5299167775	0.254246961	1.003834415	0.3509156425	0.887241781	C	4
11	1996	47	1.275	0.945	0.33	0.511205864	0.3133503215	0.9706774855	0.389053024	0.863216644	C	4
11	1997	48	1.115	0.675	0.44	0.6505587695	0.317062781	1.129532263	0.42981919	0.9887704905	C	4
11	1998	49	0.97	0.6	0.37	0.585990668	0.3244698905	0.952325969	0.416241147	0.8548028045	C	4
11	1999	50	0.825	0.49	0.335	0.63951735	0.317100857	1.114874882	0.398127608	0.994299064	C	4
11	2000	51	0.77	0.515	0.255	0.5938505785	0.331893803	1.066917717	0.424943265	0.908966221	C	4
11	2001	52	0.755	0.45	0.305	0.605268335	0.294970113	0.9967856295	0.412473781	0.872921505	C	4
11	2002	53	0.64	0.44	0.2	0.5511756895	0.2839019555	1.0780879285	0.3825589645	0.922925955	C	4
11	2003	54	0.53	0.33	0.2	0.63942172	0.335626621	1.0781223825	0.442196516	0.9586832135	C	4
11	2004	55	0.71	0.435	0.275	0.626621415	0.331944192	1.0523056015	0.439127117	0.9209053405	C	4
11	2005	56	0.79	0.455	0.335	0.6295510475	0.3024045565	1.0745143375	0.3914948435	0.9570117455	C	4
11	2006	57	0.605	0.435	0.17	0.5588234705	0.3245847205	1.074563412	0.4149353495	0.925889968	C	4
11	2007	58	0.705	0.45	0.255	0.614828438	0.343068674	1.0746036105	0.4200057	0.9576977635	C	4
11	2008	59	0.5	0.33	0.17	0.570036205	0.3319991905	1.0192170715	0.414871575	0.873327727	C	4
11	2009	60	0.42	0.245	0.175	0.5829031335	0.3393983585	0.92317702	0.4334821925	0.8120695045	C	4
11	2010	61	0.45	0.27	0.18	0.650024238	0.365269383	1.056218567	0.465066904	0.930314858	C	4
11	2011	62	0.63	0.375	0.255	0.6586047195	0.3394154635	1.0821185205	0.450133545	0.9686348155	C	4
11	2012	63	0.645	0.425	0.22	0.6109059145	0.3579042585	1.023041365	0.45449998	0.9120608595	C	4
11	2013	64	0.46	0.28	0.18	0.634725727	0.343135812	1.0600232945	0.459271509	0.907452033	C	4
11	2014	65	0.67	0.405	0.265	0.657725002	0.3616211515	1.0970152005	0.4528161945	0.968853493	C	4
11	2015	66	0.775	0.49	0.285	0.621879341	0.335769366	1.0675022695	0.416903721	0.971908966	C	4
11	2016	67	0.88	0.465	0.415	0.656545293	0.3616537705	1.00103284	0.4434161985	0.912200319	C	4
11	2017	68	0.745	0.4	0.345	0.6577864465	0.3801512175	1.00107797	0.4788110675	0.903110456	C	4
11	2018	69	0.835	0.37	0.465	0.8089864065	0.402342625	1.182236944	0.5358341445	1.0329987145	C	4
12	1957	1	3.51	1.11	2.4	0.5012666665	0.4407436805	0.6172528375	0.499159067	0.500723195	C	4
12	1958	2	1.675	1.33	0.345	0.415871645	0.3083719555	0.635649354	0.374660855	0.574044266	C	4
12	1959	3	1.835	1.35	0.485	0.429688525	0.3377932135	0.665074264	0.381568827	0.572567558	C	4
12	1960	4	0.815	0.54	0.275	0.485605905	0.378246096	0.6466905375	0.429451489	0.5951985795	C	4
12	1961	5	2.405	1.8	0.605	0.412076123	0.3157349555	0.6062484835	0.3690023785	0.539619627	C	4
12	1962	6	1.425	1.025	0.4	0.4060927465	0.301028805	0.602575731	0.351175812	0.5473780335	C	4
12	1963	7	2.185	1.56	0.625	0.444975059	0.286321382	0.7680669825	0.3587330175	0.6600303415	C	4
12	1964	8	1.97	1.35	0.62	0.431030873	0.3230994425	0.6099447725	0.3779098735	0.5364498315	C	4
12	1965	9	2.295	1.725	0.57	0.3993277485	0.290006561	0.6871803235	0.334986301	0.588144965	C	4
12	1966	10	1.985	1.525	0.46	0.4121326385	0.253234258	0.764416722	0.3297852575	0.683023229	C	4
12	1967	11	1.585	1.18	0.405	0.4061561795	0.282657273	0.709259924	0.3366582435	0.608551874	C	4
12	1968	12	1.69	1.38	0.31	0.3891798195	0.2458840875	0.830627983	0.3126027325	0.7302022925	C	4
12	1969	13	1.24	0.945	0.295	0.420616583	0.260596914	0.860055192	0.321616499	0.7387747325	C	4
12	1970	14	1.76	1.37	0.39	0.394633635	0.271631564	0.7681214235	0.313002606	0.68118473	C	4
12	1971	15	1.795	1.49	0.305	0.373776305	0.2679569955	0.723996823	0.3192342565	0.640380881	C	4
12	1972	16	1.825	1.43	0.395	0.400145037	0.2422157405	0.8600811285	0.3015971955	0.7568838645	C	4
12	1973	17	1.885	1.515	0.37	0.4035634465	0.2569291255	0.8306674715	0.3203959355	0.745043954	C	4
12	1974	18	1.885	1.4	0.485	0.4107676435	0.260609295	0.8086095725	0.308198617	0.7059376605	C	4
12	1975	19	1.785	1.25	0.535	0.452823737	0.279001422	0.819651393	0.340181663	0.7141033245	C	4
12	1976	20	1.635	1.34	0.295	0.418752383	0.271648439	0.9079287915	0.333842118	0.805171981	C	4
12	1977	21	1.24	1.03	0.21	0.370240318	0.238549561	0.7534618705	0.316639564	0.6363303015	C	4
12	1978	22	1.325	1.085	0.24	0.3884911625	0.260618667	0.8564503525	0.310335783	0.743367395	C	4
12	1979	23	1.54	1.185	0.355	0.4095958805	0.256942872	0.793931413	0.320100936	0.706987689	C	4
12	1980	24	1.5	1.095	0.405	0.4630565945	0.25326682	0.91163524	0.326330656	0.832543773	C	4
12	1981	25	1.03	0.775	0.255	0.4292835745	0.2643032475	0.8307234905	0.3337737585	0.719917899	C	4
12	1982	26	1.165	0.91	0.255	0.440624363	0.27533895	0.9079684475	0.3464998535	0.782135637	C	4
12	1983	27	0.795	0.59	0.205	0.4121698655	0.256950254	0.7902738115	0.3234674685	0.686963875	C	4
12	1984	28	0.68	0.485	0.195	0.430302739	0.267985632	0.753495572	0.3373775185	0.658897576	C	4
