Snr	disk	path	wd	year	rwd
11	1.3	1	1.756	2003	0.0339855619423639
11	1.3	2	0.952	2003	0.0285679990397311
11	1.3	3	1.132	2003	0.0346845604681803
11	1.3	4	1.737	2003	0.0389837735933748
12	1.3	1	1.934	1995	0.0403378871623736
12	1.3	2	1.945	1995	0.0529395753946652
12	1.3	3	1.679	1995	0.0494652800282827
12	1.3	4	1.646	1995	0.0431839647392171
1	1.3	1	0.571	1999	0.0253057968445311
1	1.3	2	0.793	1999	0.0335903083700441
1	1.3	3	0.757	1999	0.0369340359094457
1	1.3	4	0.666	1999	0.0262825572217837
2	1.3	1	1.238	2004	0.0351086155067778
2	1.3	2	0.698	2004	0.034631605060779
2	1.3	3	1.16	2004	0.0440495177337283
2	1.3	4	0.876	2004	0.0456987844958005
3	1.3	1	1.206	1998	0.0326909002195657
3	1.3	2	0.889	1998	0.0305236051502146
3	1.3	3	1.038	1998	0.0316077953714982
3	1.3	4	0.917	1998	0.0280582583685209
4	1.3	1	1.767	2011	0.0483209363377817
4	1.3	2	2.462	2011	0.0587491349893812
4	1.3	3	2.571	2011	0.0798744873866037
4	1.3	4	3.333	2011	0.0786752903408554
5	1.3	1	2.312	2008	0.0400922538020011
5	1.3	2	1.679	2008	0.0412358474347324
5	1.3	3	1.39	2008	0.036718089602705
5	1.3	4	2.231	2008	0.0468461280026877
6	1.3	1	1.989	2005	0.0404375139772704
6	1.3	2	1.286	2005	0.041290736875903
6	1.3	3	1.429	2005	0.0362377643657757
6	1.3	4	1.425	2006	0.0390239894840618
7	1.3	1	0.921	2009	0.0305108328364142
7	1.3	2	0.951	2009	0.040875096707642
7	1.3	3	NA	2009	4.58526296483103e-05
7	1.3	4	0.922	2009	0.0372419921638324
8	1.3	1	0.981	2008	0.0305540847790202
8	1.3	2	0.889	2008	0.0275087415292261
8	1.3	3	1.172	2008	0.036276967839787
8	1.3	4	0.995	2008	0.0297032658666189
9	1.3	1	1.038	1999	0.0386635378254554
9	1.3	2	1.3	1999	0.0375212861142379
9	1.3	3	0.951	1999	0.0349042061219996
9	1.3	4	1.048	1999	0.0369769247053842
11	1.3	1	2.07	2004	0.0400627068454973
11	1.3	2	1.396	2004	0.0418917296843116
11	1.3	3	1.067	2004	0.0326929558476576
11	1.3	4	1.706	2004	0.0382880355499697
12	1.3	1	2.165	1996	0.0451559078110335
12	1.3	2	1.412	1996	0.0384322264561785
12	1.3	3	1.673	1996	0.0492885130954836
12	1.3	4	2.294	1996	0.0601846993388603
1	1.3	1	0.825	2000	0.0365626661939372
1	1.3	2	0.698	2000	0.0295662487292443
1	1.3	3	0.788	2000	0.0384465261514442
1	1.3	4	0.824	2000	0.0325177584846093
2	1.3	1	1.396	2005	0.0395893596506154
2	1.3	2	0.746	2005	0.0370131481022079
2	1.3	3	0.985	2005	0.0374041163514848
2	1.3	4	0.842	2005	0.0439250873806667
3	1.3	1	1.236	1999	0.0335041066926893
3	1.3	2	1.015	1999	0.0348497854077253
3	1.3	3	1.164	1999	0.0354445797807552
3	1.3	4	1.204	1999	0.0368398506823328
5	1.3	1	2.815	2009	0.048814746735568
5	1.3	2	2.316	2009	0.0568804184984159
5	1.3	3	2.144	2009	0.0566356720202874
5	1.3	4	2.259	2009	0.0474340668570469
6	1.3	1	1.737	2006	0.0353142090389737
6	1.3	2	1.38	2006	0.0443088778295071
6	1.3	3	1.079	2006	0.0273621747730385
6	1.3	4	1.045	2007	0.028617592288312
7	1.3	1	1.238	2010	0.0410123898495992
7	1.3	2	1.268	2010	0.0545001289435227
7	1.3	3	1.048	2010	0.0480535558714292
7	1.3	4	0.994	2010	0.0401502605323747
8	1.3	1	0.917	2009	0.0285607499922135
8	1.3	2	0.889	2009	0.0275087415292261
8	1.3	3	1.057	2009	0.0327173677531185
8	1.3	4	0.841	2009	0.0251059764762075
9	1.3	1	1.1	2000	0.0409729206242783
9	1.3	2	1.42	2000	0.0409847894478598
9	1.3	3	0.888	2000	0.0325919401012993
9	1.3	4	0.984	2000	0.0347187918989486
11	1.3	1	2.148	2005	0.0415723160889508
11	1.3	2	1.587	2005	0.0476233345336694
11	1.3	3	1.157	2005	0.0354505622453044
11	1.3	4	1.611	2005	0.0361559350943735
12	1.3	1	2.49	1997	0.0519345082907498
12	1.3	2	1.663	1997	0.045264017419706
12	1.3	3	1.58	1997	0.0465486256370975
12	1.3	4	2.13	1997	0.0558820442858642
1	1.3	1	0.743	2001	0.0329285587661762
1	1.3	2	0.698	2001	0.0295662487292443
1	1.3	3	0.663	2001	0.032347775175644
1	1.3	4	0.826	2001	0.0325966850828729
2	1.3	1	1.3	2006	0.0368668821961318
2	1.3	2	0.651	2006	0.0322996774993798
2	1.3	3	1.136	2006	0.0431381484013063
2	1.3	4	0.711	2006	0.0370911367311806
3	1.3	1	1.233	2000	0.0334227860453769
3	1.3	2	1.079	2000	0.0370472103004292
3	1.3	3	1.327	2000	0.0404080389768575
3	1.3	4	1.425	2000	0.0436019827427942
5	1.3	1	2.748	2010	0.0476529037404408
5	1.3	2	1.936	2010	0.0475477073458261
5	1.3	3	2.175	2010	0.0574545646661031
5	1.3	4	1.945	2010	0.0408407525617336
6	1.3	1	2.062	2007	0.0419216459633643
6	1.3	2	1.761	2007	0.0565419810563493
6	1.3	3	1.394	2007	0.035350205406502
6	1.3	4	1.709	2008	0.0468014021250958
7	1.3	1	1.428	2011	0.0473066984694892
7	1.3	2	1.11	2011	0.0477091034127052
7	1.3	3	0.825	2011	0.037828419459856
7	1.3	4	0.77	2011	0.03110231449691
8	1.3	1	0.66	2010	0.0205562649889432
8	1.3	2	0.834	2010	0.025806850883436
8	1.3	3	1.011	2010	0.0312935277184511
8	1.3	4	0.767	2010	0.0228968893665293
9	1.3	1	0.878	2001	0.0327038402801058
9	1.3	2	1.292	2001	0.0372903858919964
9	1.3	3	0.825	2001	0.030279674080599
9	1.3	4	0.793	2001	0.0279796768047421
11	1.3	1	1.395	2006	0.0269987807002264
11	1.3	2	1.111	2006	0.0333393350138039
11	1.3	3	1.034	2006	0.0316818335018537
11	1.3	4	1.392	2006	0.031240882465157
12	1.3	1	1.933	1998	0.0403170299301283
12	1.3	2	1.728	1998	0.0470332063146434
12	1.3	3	1.182	1998	0.0348230857614236
12	1.3	4	1.722	1998	0.0451778780564592
1	1.3	1	0.905	2002	0.0401081368551675
1	1.3	2	0.761	2002	0.0322348356489326
1	1.3	3	0.695	2002	0.0339090554254489
1	1.3	4	0.967	2002	0.0381610102604578
2	1.3	1	1.618	2007	0.0458850887641087
2	1.3	2	0.809	2007	0.0401389233440834
2	1.3	3	0.79	2007	0.0299992405255563
2	1.3	4	0.784	2007	0.0408993687724973
3	1.3	1	1.328	2001	0.0359979398769348
3	1.3	2	1.174	2001	0.0403090128755365
3	1.3	3	1.173	2001	0.0357186358099878
3	1.3	4	1.264	2001	0.0386757236399241
5	1.3	1	2.695	2011	0.0467338339084745
5	1.3	2	1.587	2011	0.038976348945158
5	1.3	3	2.127	2011	0.0561866018596788
5	1.3	4	1.734	2011	0.0364102133378129
6	1.3	1	3.542	2008	0.0720108971882815
6	1.3	2	2.249	2008	0.0722106277091026
6	1.3	3	2.172	2008	0.0550793731297865
6	1.3	4	2.433	2009	0.0666283273085771
8	1.3	1	0.928	2011	0.0289033544086959
8	1.3	2	0.77	2011	0.023826469041062
8	1.3	3	1.301	2011	0.0402699105457022
8	1.3	4	0.82	2011	0.0244790733775151
9	1.3	1	0.976	2002	0.0363541550266324
9	1.3	2	1.295	2002	0.037376973475337
9	1.3	3	0.857	2002	0.0314541584085737
9	1.3	4	0.729	2002	0.0257215439983064
11	1.3	1	1.078	2007	0.0208635739031141
11	1.3	2	0.888	2007	0.026647461289161
11	1.3	3	0.722	2007	0.0221221313233447
11	1.3	4	0.851	2007	0.0190991314496039
12	1.3	1	1.871	1999	0.0390238815309208
12	1.3	2	1.73	1999	0.0470876428960261
12	1.3	3	1.466	1999	0.0431900539139145
12	1.3	4	1.638	1999	0.0429740791268758
1	1.3	1	1.016	2003	0.0450274773976245
1	1.3	2	1.238	2003	0.0524398508980007
1	1.3	3	0.791	2003	0.0385928961748634
1	1.3	4	1.285	2003	0.0507103393843725
2	1.3	1	1.078	2008	0.0305711530826385
2	1.3	2	0.54	2008	0.0267923592160754
2	1.3	3	0.784	2008	0.0297713981924508
2	1.3	4	0.527	2008	0.0274923052845741
3	1.3	1	1.55	2002	0.0420156677780488
3	1.3	2	1.079	2002	0.0370472103004292
3	1.3	3	0.952	2002	0.0289890377588307
3	1.3	4	1.362	2002	0.0416743161373233
6	1.3	1	3.258	2009	0.0662370138451217
6	1.3	2	2.358	2009	0.075710386899984
6	1.3	3	2.283	2009	0.0578942029720546
6	1.3	4	2.241	2010	0.0613703581991456
9	1.3	1	0.853	2003	0.0317726375386449
9	1.3	2	0.917	2003	0.0264669379744278
9	1.3	3	0.571	2003	0.0209572047272994
9	1.3	4	0.698	2003	0.0246277609201891
11	1.3	1	1.11	2008	0.0214829007722232
11	1.3	2	1.012	2008	0.0303685031808907
11	1.3	3	0.881	2008	0.0269939026258541
11	1.3	4	0.914	2008	0.0205130506991045
12	1.3	1	1.585	2000	0.0330587131087705
12	1.3	2	1.669	2000	0.0454273271638541
12	1.3	3	1.453	2000	0.0428070588928498
12	1.3	4	1.971	2000	0.0517105677405814
1	1.3	1	1.175	2004	0.0520741003368197
1	1.3	2	1.429	2004	0.0605303287021349
1	1.3	3	0.951	2004	0.0463992974238876
1	1.3	4	1.165	2004	0.0459747434885556
2	1.3	1	1.523	2009	0.043190970449776
2	1.3	2	0.775	2009	0.0384519970230712
2	1.3	3	0.835	2009	0.0317080580238475
2	1.3	4	0.619	2009	0.0322917210078773
3	1.3	1	1.234	2003	0.0334498929278144
3	1.3	2	1.063	2003	0.0364978540772532
3	1.3	3	0.919	2003	0.0279841656516443
3	1.3	4	1.457	2003	0.0445811149868429
6	1.3	1	3.333	2010	0.0677618069815195
6	1.3	2	2.463	2010	0.0790817145609247
6	1.3	3	2.254	2010	0.0571587969772278
6	1.3	4	2.349	2011	0.0643279658232008
9	1.3	1	1.166	2004	0.043431295861735
9	1.3	2	0.982	2004	0.0283430022801397
9	1.3	3	0.888	2004	0.0325919401012993
9	1.3	4	1.072	2004	0.0378237245077976
11	1.3	1	1.111	2009	0.0215022547368828
11	1.3	2	0.841	2009	0.025237066378586
11	1.3	3	0.72	2009	0.0220608511811747
11	1.3	4	0.851	2009	0.0190991314496039
12	1.3	1	1.744	2001	0.0363750130357702
12	1.3	2	1.418	2001	0.0385955362003266
12	1.3	3	1.579	2001	0.046519164481631
12	1.3	4	1.449	2001	0.0380155315353133
1	1.3	1	1.175	2005	0.0520741003368197
1	1.3	2	1.175	2005	0.0497712639783124
1	1.3	3	1.015	2005	0.0495218579234973
1	1.3	4	1.33	2005	0.0524861878453039
2	1.3	1	2.19	2010	0.0621065169304067
2	1.3	2	1.539	2010	0.0763582237658149
2	1.3	3	1.65	2010	0.06265664160401
2	1.3	4	1.088	2010	0.0567583076842819
3	1.3	1	1.523	2004	0.0412837819522377
3	1.3	2	1.349	2004	0.0463175965665236
3	1.3	3	1.255	2004	0.0382155907429963
3	1.3	4	1.265	2004	0.0387063215225506
6	1.3	1	3.238	2011	0.0658304023420823
6	1.3	2	2.337	2011	0.0750361213677958
6	1.3	3	2.397	2011	0.0607851092965461
9	1.3	1	1.072	2005	0.0399299735538421
9	1.3	2	1.29	2005	0.0372326608364361
9	1.3	3	1.015	2005	0.0372531747779491
9	1.3	4	1.106	2005	0.0390233575612166
11	1.3	1	1.3	2010	0.0251601540575587
11	1.3	2	0.73	2010	0.0219061337174409
11	1.3	3	0.641	2010	0.0196402855654625
11	1.3	4	0.757	2010	0.0169894741566982
12	1.3	1	2.051	2002	0.0427781833350714
12	1.3	2	1.261	2002	0.0343222645617855
12	1.3	3	1.484	2002	0.0437203547123118
12	1.3	4	1.358	2002	0.0356280826949313
1	1.3	1	1.111	2006	0.0492377238078355
1	1.3	2	1.11	2006	0.0470179600135547
1	1.3	3	0.762	2006	0.0371779859484778
1	1.3	4	1.27	2006	0.0501183898973954
2	1.3	1	3.118	2011	0.0884237989904146
2	1.3	2	2.473	2011	0.122699082113619
2	1.3	3	2.182	2011	0.0828586618060302
2	1.3	4	1.689	2011	0.0881110125723825
3	1.3	1	1.143	2005	0.0309831666260063
3	1.3	2	1.047	2005	0.0359484978540772
3	1.3	3	1.257	2005	0.0382764920828258
3	1.3	4	1.109	2005	0.0339330518328132
9	1.3	1	0.917	2006	0.0341565165567847
9	1.3	2	1.189	2006	0.0343175455306376
9	1.3	3	0.73	2006	0.026792923731924
9	1.3	4	0.917	2006	0.0323548091172112
11	1.3	1	0.921	2011	0.0178250014515473
11	1.3	2	1.014	2011	0.030428519985596
11	1.3	3	0.652	2011	0.0199773263473971
11	1.3	4	0.571	2011	0.0128150458962677
12	1.3	1	1.846	2003	0.0385024507247888
12	1.3	2	1.394	2003	0.0379422972237343
12	1.3	3	1.296	2003	0.0381816574846066
12	1.3	4	1.026	2003	0.0269178297827684
1	1.3	1	1.428	2007	0.0632866513029605
1	1.3	2	1.237	2007	0.0523974923754659
1	1.3	3	1.299	2007	0.0633782201405152
1	1.3	4	1.143	2007	0.0451065509076559
3	1.3	1	0.984	2006	0.0266731723184517
3	1.3	2	0.984	2006	0.0337854077253219
3	1.3	3	1.101	2006	0.0335261875761267
3	1.3	4	1.139	2006	0.0348509883116088
9	1.3	1	0.634	2007	0.0236153015234477
9	1.3	2	0.936	2007	0.0270153260022513
9	1.3	3	0.635	2007	0.0233061733832489
9	1.3	4	0.791	2007	0.027909110154541
12	1.3	1	2.034	2004	0.0424236103869017
12	1.3	2	1.265	2004	0.0344311377245509
12	1.3	3	1.329	2004	0.0391538756150016
12	1.3	4	1.223	2004	0.0320862629866723
1	1.3	1	0.792	2008	0.0351001595461798
1	1.3	2	0.857	2008	0.036301253812267
1	1.3	3	0.76	2008	0.0370804059328649
1	1.3	4	1	2008	0.0394632991318074
3	1.3	1	1.175	2007	0.0318505868640048
3	1.3	2	0.635	2007	0.0218025751072961
3	1.3	3	1.287	2007	0.039190012180268
3	1.3	4	1.164	2007	0.0356159353772719
9	1.3	1	0.666	2008	0.0248072410325176
9	1.3	2	0.936	2008	0.0270153260022513
9	1.3	3	0.413	2008	0.0151581883579241
9	1.3	4	0.823	2008	0.0290381765577588
12	1.3	1	1.843	2005	0.038439879028053
12	1.3	2	1.075	2005	0.0292596624931954
12	1.3	3	1.235	2005	0.036384527001149
12	1.3	4	1.224	2005	0.0321124986882149
1	1.3	1	0.809	2009	0.0358535720616912
1	1.3	2	0.982	2009	0.0415960691291088
1	1.3	3	0.949	2009	0.0463017174082748
1	1.3	4	0.968	2009	0.0382004735595896
3	1.3	1	1.714	2008	0.0464611964977908
3	1.3	2	1.365	2008	0.0468669527896996
3	1.3	3	1.349	2008	0.0410779537149817
3	1.3	4	1.478	2008	0.0452236705219999
9	1.3	1	0.729	2009	0.027153871940999
9	1.3	2	0.873	2009	0.0251969867520998
9	1.3	3	0.476	2009	0.0174704543786244
9	1.3	4	0.696	2009	0.024557194269988
12	1.3	1	1.279	2006	0.0266764000417145
12	1.3	2	1.011	2006	0.0275176918889494
12	1.3	3	1.045	2006	0.0307869074625107
12	1.3	4	1.033	2006	0.027101479693567
1	1.3	1	0.933	2010	0.0413490515865981
1	1.3	2	0.792	2010	0.0335479498475093
1	1.3	3	1.107	2010	0.0540105386416862
1	1.3	4	1.016	2010	0.0400947119179163
3	1.3	1	2.254	2009	0.0610989130140143
3	1.3	2	1.585	2009	0.0544206008583691
3	1.3	3	1.611	2009	0.0490560292326431
3	1.3	4	1.683	2009	0.0514962364604369
9	1.3	1	0.634	2010	0.0236153015234477
9	1.3	2	0.878	2010	0.0253412993910007
9	1.3	3	0.619	2010	0.0227189312192615
9	1.3	4	0.791	2010	0.027909110154541
12	1.3	1	1.248	2007	0.0260298258421108
12	1.3	2	1.042	2007	0.0283614589003811
12	1.3	3	0.949	2007	0.027958636537725
12	1.3	4	1.15	2007	0.0301710567740581
1	1.3	1	1.785	2011	0.0791083141287006
1	1.3	2	1.84	2011	0.0779396814639105
1	1.3	3	1.458	2011	0.071135831381733
1	1.3	4	1.189	2011	0.046921862667719
3	1.3	1	2.127	2010	0.057656338944458
3	1.3	2	1.427	2010	0.0489957081545064
3	1.3	3	1.518	2010	0.0462241169305725
3	1.3	4	1.847	2010	0.0565142892111866
9	1.3	1	0.714	2011	0.0265951502961225
9	1.3	2	1.041	2011	0.0300458914191705
9	1.3	3	0.887	2011	0.0325552374660501
9	1.3	4	0.712	2011	0.0251217274715969
12	1.3	1	1.248	2008	0.0260298258421108
12	1.3	2	0.883	2008	0.0240337506804573
12	1.3	3	0.824	2008	0.0242759921044103
12	1.3	4	0.87	2008	0.0228250603421135
3	1.3	1	2.282	2011	0.0618579057222629
3	1.3	2	1.425	2011	0.0489270386266094
3	1.3	3	1.774	2011	0.0540194884287454
3	1.3	4	2.231	2011	0.0682638761397711
12	1.3	1	1.244	2009	0.0259463969131296
12	1.3	2	0.852	2009	0.0231899836690256
12	1.3	3	0.793	2009	0.0233626962849483
12	1.3	4	1.119	2009	0.0293577500262357
12	1.3	1	1.735	2010	0.0361872979455626
12	1.3	2	0.947	2010	0.0257757212847033
12	1.3	3	0.855	2010	0.0251892879238724
12	1.3	4	0.94	2010	0.0246615594500997
12	1.3	1	1.941	2011	0.0404838877880905
12	1.3	2	1.29	2011	0.0351115949918345
12	1.3	3	0.679	2011	0.0200041245617653
12	1.3	4	1.063	2011	0.0278885507398468
