Snr	disk	path	wd	year	rwd
6	3	4	1.665	1996	0.0266238127218651
7	3	1	0.952	1998	0.0245924930898194
7	3	2	0.968	1998	0.0266872518747243
7	3	3	0.889	1998	0.0228299948638932
7	3	4	1.111	1998	0.0295156876809862
8	4	1	1.808	2003	0.0389160334918961
8	4	2	1.541	2003	0.0350769370845853
8	4	3	1.839	2003	0.0385825780463243
8	4	4	1.853	2003	0.0441853256074588
9	3	1	1.708	2003	0.0320859633303276
9	3	2	2.039	2003	0.0363399811082001
9	3	3	1.537	2003	0.0300259821446014
9	3	4	1.427	2003	0.0263731795667923
10	2	1	1.291	1990	0.0261463058976021
10	2	2	1.242	1990	0.0254024093428507
10	2	3	1.301	1990	0.0246958106338148
10	2	4	1.297	1990	0.0272124543661617
11	3	1	2.17	1991	0.0358689543455982
11	3	2	1.73	1991	0.0279284515045848
11	3	3	1.611	1991	0.0327892208743792
11	3	4	1.981	1991	0.0306083033327668
12	3	1	3.456	1995	0.0519894697254607
12	3	2	3.342	1995	0.0534600249544102
12	3	3	3.479	1995	0.0568334041232398
12	3	4	3.338	1995	0.0536173220251863
1	3	1	0.825	1994	0.027361369063412
1	3	2	0.854	1994	0.0255459168411606
1	3	3	0.825	1994	0.0251424740194435
1	3	4	0.762	1994	0.0252493455714238
2	3	1	1.079	1999	0.0246668038314702
2	3	2	1.206	1999	0.0308747855917667
2	3	3	1.079	1999	0.0290553640672124
2	3	4	1.047	1999	0.0271792741809875
3	3	1	1.166	1996	0.0235612673779502
3	3	2	1.397	1996	0.0283028424400818
3	3	3	1.36	1996	0.0285282765564692
3	3	4	1.968	1996	0.0380275158447983
4	3	1	1.564	1992	0.0323715693173821
4	3	2	1.561	1992	0.0316851378232452
4	3	3	1.389	1992	0.0297468625519339
4	3	4	1.329	1992	0.0284211201642394
5	2	1	1.198	1992	0.0271908123198438
5	2	2	2.523	1992	0.0373938432808169
5	2	3	1.716	1992	0.0302309603086518
5	2	4	1.708	1992	0.0337063130266611
6	3	1	1.8	1997	0.0281219241645445
6	3	2	1.698	1997	0.0282374070809705
6	3	3	1.666	1997	0.0276207371056253
6	3	4	1.569	1997	0.0250887460424062
7	3	1	1.111	1999	0.0286998527550309
7	3	2	0.984	1999	0.0271283634759594
7	3	3	1.048	1999	0.0269131997945557
7	3	4	1.111	1999	0.0295156876809862
8	4	1	2.061	2004	0.0443616952581846
8	4	2	1.774	2004	0.0403805881817354
8	4	3	1.872	2004	0.0392749244712991
8	4	4	1.888	2004	0.0450199108186089
9	3	1	1.994	2004	0.037458671475804
9	3	2	2.039	2004	0.0363399811082001
9	3	3	1.623	2004	0.0317060305925101
9	3	4	1.618	2004	0.0299031566496636
10	1.3	1	0.889	1983	0.0210041346721796
10	1.3	2	1.412	1983	0.0283876156011259
10	1.3	3	1.651	1983	0.0399062167649618
10	1.3	4	0.794	1983	0.0194755819372563
10	2	1	1.46	1991	0.0295690213869086
10	2	2	1.486	1991	0.0303928987789663
10	2	3	1.587	1991	0.030124712894592
10	2	4	1.518	1991	0.0318492719566951
11	3	1	2.184	1992	0.0361003669542795
11	3	2	1.513	1992	0.0244252873563218
11	3	3	1.677	1992	0.0341325409102011
11	3	4	1.894	1992	0.0292640719395559
12	3	1	3.139	1996	0.0472207596840918
12	3	2	3.278	1996	0.0524362542790415
12	3	3	2.908	1996	0.0475054726043062
12	3	4	3.02	1996	0.0485093806219481
1	3	1	0.92	1995	0.0305120721676837
1	3	2	0.805	1995	0.0240801675142088
1	3	3	0.825	1995	0.0251424740194435
1	3	4	0.952	1995	0.0315451141522251
2	3	1	1.238	2000	0.0283016711245228
2	3	2	1.047	2000	0.0268042292824044
2	3	3	0.778	2000	0.0209500215424386
2	3	4	1.111	2000	0.0288406624785837
3	3	1	1.198	1997	0.0242078887811187
3	3	2	1.302	1997	0.0263781681152373
3	3	3	1.105	1997	0.0231792247021312
3	3	4	1.46	1997	0.0282114700881125
4	3	1	1.663	1993	0.0344206648176512
4	3	2	1.399	1993	0.0283968659927739
4	3	3	1.521	1993	0.0325737782156166
4	3	4	1.331	1993	0.0284638908492119
5	2	1	1.287	1993	0.0292108309312513
5	2	2	2.755	1993	0.0408323576054898
5	2	3	1.589	1993	0.0279935873720557
5	2	4	1.93	1993	0.0380873443451148
6	3	1	2.021	1998	0.0315746715203025
6	3	2	2.004	1998	0.0333261270849617
6	3	3	1.878	1998	0.0311355007709269
6	3	4	1.74	1998	0.0278230835651924
7	3	1	1.079	2000	0.0278732143318437
7	3	2	0.936	2000	0.0258050286722541
7	3	3	1.048	2000	0.0269131997945557
7	3	4	1.207	2000	0.032066098137669
8	4	1	1.872	2005	0.0402935921995738
8	4	2	1.321	2005	0.0300691978512246
8	4	3	1.649	2005	0.034596341054045
8	4	4	1.49	2005	0.0355294847032453
9	3	1	1.52	2005	0.0285542530808536
9	3	2	1.579	2005	0.0281416528542658
9	3	3	1.361	2005	0.0265877434605091
9	3	4	1.333	2005	0.0246359133584683
10	1.3	1	1.111	1984	0.0262492616656822
10	1.3	2	1.46	1984	0.0293526336952151
10	1.3	3	1.873	1984	0.0452721647491057
10	1.3	4	1.048	1984	0.0257058058819201
10	2	1	1.619	1992	0.0327892093324692
10	2	2	1.741	1992	0.0356083692962183
10	2	3	1.601	1992	0.0303904633549097
10	2	4	1.803	1992	0.0378288783517267
11	3	1	3.247	1993	0.053671195742008
11	3	2	2.021	1993	0.0326262430582462
11	3	3	2.216	1993	0.045102987869413
11	3	4	2.625	1993	0.040558705829638
12	3	1	3.201	1997	0.048153441143287
12	3	2	3.086	1997	0.0493649422529353
12	3	3	2.81	1997	0.0459045316430882
12	3	4	2.748	1997	0.0441403238242097
1	3	1	0.952	1996	0.0315733616343858
1	3	2	0.867	1996	0.0259347891115764
1	3	3	0.825	1996	0.0251424740194435
1	3	4	0.857	1996	0.0283972298618244
2	3	1	1.079	2001	0.0246668038314702
2	3	2	1.238	2001	0.0316940170502547
2	3	3	1.221	2001	0.0328791469194313
2	3	4	1.302	2001	0.0337988681792223
3	3	1	1.642	1998	0.0331797607500808
3	3	2	1.713	1998	0.0347049170364067
3	3	3	1.387	1998	0.0290946467528109
3	3	4	1.936	1998	0.0374091822538259
4	3	1	1.832	1994	0.0379186157221509
4	3	2	1.502	1994	0.0304875573417773
4	3	3	1.745	1994	0.0373709684327751
4	3	4	1.395	1994	0.0298325527683326
5	2	1	1.418	1994	0.0321841167525364
5	2	2	2.716	1994	0.0402543314905663
5	2	3	2.222	1994	0.0391452178355619
5	2	4	1.824	1994	0.0359955005624297
6	3	1	1.934	1999	0.0302154451856828
6	3	2	2.174	1999	0.0361531937538456
6	3	3	1.764	1999	0.0292454863471327
6	3	4	1.819	1999	0.0290863155201637
7	3	1	1.11	2001	0.0286740203043063
7	3	2	0.888	2001	0.0244816938685487
7	3	3	1.079	2001	0.0277092963533642
7	3	4	1.016	2001	0.0269918439998937
8	4	1	1.141	2006	0.0245592888353172
8	4	2	0.82	2006	0.0186652098697988
8	4	3	1.111	2006	0.0233089963074857
8	4	4	0.984	2006	0.0234637670791902
9	3	1	1.299	2006	0.02440261496844
9	3	2	1.104	2006	0.0196759878094423
9	3	3	0.981	2006	0.0191642735744007
9	3	4	1.048	2006	0.0193686700672729
10	1.3	1	1.174	1985	0.0277377436503249
10	1.3	2	1.428	1985	0.0287092882991556
10	1.3	3	1.587	1985	0.038359276805569
10	1.3	4	1.429	1985	0.0350511417989158
10	2	1	2.349	1993	0.0475737200259235
10	2	2	2.93	1993	0.0599267788845029
10	2	3	2.556	1993	0.0485184411837285
10	2	4	2.439	1993	0.051172842096429
11	3	1	3.778	1994	0.0624483453998479
11	3	2	2.969	1994	0.0479303887382152
11	3	3	2.502	1994	0.0509240413579744
11	3	4	3.651	1994	0.0564113657081936
12	3	1	2.756	1998	0.0414591951861602
12	3	2	2.642	1998	0.0422625331925649
12	3	3	2.635	1998	0.043045708498056
12	3	4	2.367	1998	0.038020431765613
1	3	1	0.794	1997	0.0263332448925444
1	3	2	0.745	1997	0.0222853724199821
1	3	3	0.825	1997	0.0251424740194435
1	3	4	0.889	1997	0.0294575698333278
2	3	1	1.576	2002	0.0360286217223327
2	3	2	1.873	2002	0.0479506413046261
2	3	3	1.52	2002	0.040930633347695
2	3	4	1.715	2002	0.0445200145371476
3	3	1	1.709	1999	0.0345336243129648
3	3	2	1.397	1999	0.0283028424400818
3	3	3	1.289	1999	0.02703893270683
3	3	4	1.649	1999	0.0318635028597929
4	3	1	1.744	1995	0.0360971974996895
4	3	2	1.318	1995	0.0267527300775383
4	3	3	1.27	1995	0.0271983552490684
4	3	4	1.333	1995	0.0285066615341845
5	2	1	1.418	1995	0.0321841167525364
5	2	2	2.797	1995	0.041454847267715
5	2	3	2.22	1995	0.039109983616088
5	2	4	2.202	1995	0.0434550944289858
6	3	1	2.436	2000	0.0380583373693502
6	3	2	1.618	2000	0.0269070227662016
6	3	3	1.82	2000	0.0301739144851369
6	3	4	1.945	2000	0.0311010905369535
7	3	1	1.27	2002	0.0328072124202423
7	3	2	1.016	2002	0.0280105866784296
7	3	3	1.333	2002	0.0342321520287622
7	3	4	1.175	2002	0.0312159613187747
8	4	1	1.076	2007	0.023160205772832
8	4	2	0.914	2007	0.0208048802695074
8	4	3	1.079	2007	0.0226376300772071
8	4	4	0.794	2007	0.0189331616472328
9	3	1	1.045	2007	0.0196310489930869
9	3	2	1.072	2007	0.0191056693222121
9	3	3	0.949	2007	0.0185391392682022
9	3	4	0.982	2007	0.0181488874103645
10	1.3	1	1.556	1986	0.0367631423508565
10	1.3	2	1.683	1986	0.0338359469240048
10	1.3	3	1.696	1986	0.0409939089239099
10	1.3	4	1.522	1986	0.037332286786529
10	2	1	3.839	1994	0.07775032404407
10	2	2	4.17	1994	0.0852882825762379
10	2	3	3.413	1994	0.0647861657903229
10	2	4	3.548	1994	0.0744408543493769
11	3	1	4.063	1995	0.0671592449337168
11	3	2	3.227	1995	0.0520954410435232
11	3	3	2.567	1995	0.0522470080599202
11	3	4	3.726	1995	0.0575701858747547
12	3	1	2.312	1999	0.0347799924783753
12	3	2	2.337	1999	0.0373836260677608
12	3	3	2.27	1999	0.0370830202241317
12	3	4	2.02	1999	0.0324466718067335
1	3	1	0.984	1998	0.0326346511010878
1	3	2	1.107	1998	0.0331139694884834
1	3	3	0.921	1998	0.0280681437235242
1	3	4	1.016	1998	0.0336657940952318
2	3	1	1.9	2003	0.0434355211119493
2	3	2	1.714	2003	0.0438800849952638
2	3	3	1.708	2003	0.0459931064196467
2	3	4	1.745	2003	0.0452987903016458
3	3	1	1.321	2000	0.0266933397995474
3	3	2	1.143	2000	0.0231568710873397
3	3	3	1.324	2000	0.0277731162946803
3	3	4	1.742	2000	0.0336605348585562
4	1.3	1	1.587	1982	0.0433985998687377
4	1.3	2	1.207	1982	0.0288018708091727
4	1.3	3	1.363	1982	0.0423449732819684
4	1.3	4	1.21	1982	0.0285619865923898
4	3	1	1.65	1996	0.0341515916711512
4	3	2	1.195	1996	0.0242560792432915
4	3	3	1.524	1996	0.0326380262988821
4	3	4	1.461	1996	0.0312439853724257
5	2	1	1.481	1996	0.0336140175673529
5	2	2	2.249	1996	0.0333328392939189
5	2	3	1.751	1996	0.0308475591494459
5	2	4	1.571	1996	0.0310027036094172
6	3	1	1.937	2001	0.0302623150592904
6	3	2	1.585	2001	0.0263582392363594
6	3	3	2.155	2001	0.0357279042392692
6	3	4	1.829	2001	0.029246218299274
7	3	1	1.27	2003	0.0328072124202423
7	3	2	1.444	2003	0.0398103220114689
7	3	3	1.175	2003	0.0301746276322548
7	3	4	1.333	2003	0.0354135118620653
8	4	1	1.06	2008	0.0228158160959125
8	4	2	1.103	2008	0.0251069835199854
8	4	3	1.079	2008	0.0226376300772071
8	4	4	0.857	2008	0.0204354150273029
9	3	1	1.141	2008	0.0214344755034566
9	3	2	1.105	2008	0.0196938102621683
9	3	3	1.174	2008	0.022934614858661
9	3	4	0.921	2008	0.0170215125304946
10	1.3	1	1.174	1987	0.0277377436503249
10	1.3	2	1.206	1987	0.0242460796139928
10	1.3	3	1.095	1987	0.0264671758677366
10	1.3	4	1.142	1987	0.0280114793102602
10	2	1	3.329	1995	0.0674214193130266
10	2	2	3.339	1995	0.0682919845376639
10	2	3	3.558	1995	0.0675385812721854
10	2	4	3.39	1995	0.0711258444882716
11	3	1	3.141	1996	0.0519190717048498
11	3	2	3.143	1996	0.0507393775022601
11	3	3	2.473	1996	0.0503337946755679
11	3	4	3.556	1996	0.0549435268305496
12	3	1	2.602	2000	0.0391425347875141
12	3	2	2.432	2000	0.0389032856640113
12	3	3	2.683	2000	0.0438298428464077
12	3	4	2.272	2000	0.0364944744281676
1	3	1	1.048	1999	0.0347572300344919
1	3	2	0.95	1999	0.0284175889919234
1	3	3	0.92	1999	0.02803766799744
1	3	4	1.016	1999	0.0336657940952318
2	3	1	2.118	2004	0.0484191756395309
2	3	2	1.651	2004	0.0422672230613656
2	3	3	1.674	2004	0.0450775527789746
2	3	4	1.714	2004	0.0444940553449977
3	3	1	1.202	2001	0.0242887164565147
3	3	2	1.079	2001	0.0218602483842866
3	3	3	1.169	2001	0.0245217318342004
3	3	4	1.36	2001	0.026279177616324
4	1.3	1	1.016	1983	0.0277838547363815
4	1.3	2	0.762	1983	0.0181831197651944
4	1.3	3	0.791	1983	0.0245743755436809
4	1.3	4	1.175	1983	0.0277358134264942
4	3	1	1.902	1997	0.0393674711263816
4	3	2	1.487	1997	0.0301830877278448
4	3	3	1.778	1997	0.0380776973486958
4	3	4	1.969	1997	0.0421077393554458
5	2	1	1.199	1997	0.0272135091581743
5	2	2	1.79	1997	0.0265299165567429
5	2	3	1.538	1997	0.0270951147754699
5	2	4	1.569	1997	0.0309632348588005
6	3	1	2.4	2002	0.0374958988860593
6	3	2	1.901	2002	0.0316132572796967
6	3	3	1.998	2002	0.0331249896380788
6	3	4	2.057	2002	0.0328920016629889
7	3	1	1.46	2004	0.0377153780579164
7	3	2	1.222	2004	0.0336898985443317
7	3	3	1.556	2004	0.0399589111453518
7	3	4	1.523	2004	0.0404611992242501
8	4	1	0.934	2009	0.020103747390172
8	4	2	0.905	2009	0.0206000182099608
8	4	3	1.048	2009	0.0219872440416247
8	4	4	0.857	2009	0.0204354150273029
9	3	1	1.205	2009	0.022636759843703
9	3	2	1.235	2009	0.022010729116541
9	3	3	1.301	2009	0.0254156166363867
9	3	4	1.044	2009	0.0192947438456421
10	1.3	1	1.015	1988	0.0239810986414649
10	1.3	2	0.984	1988	0.0197828709288299
10	1.3	3	1.047	1988	0.025306970898192
10	1.3	4	0.856	1988	0.0209963452623317
10	2	1	2.629	1996	0.0532444912508101
10	2	2	2.412	1996	0.0493322152455362
10	2	3	2.524	1996	0.047911011560145
10	2	4	1.898	1996	0.039822080483404
11	3	1	2.447	1997	0.0404476181030778
11	3	2	2.919	1997	0.0471232080588919
11	3	3	2.06	1997	0.0419278677847431
11	3	4	2.783	1997	0.0429999536471933
12	3	1	2.349	2001	0.0353365927040241
12	3	2	2.053	2001	0.0328406436958121
12	3	3	2.063	2001	0.0337014408468651
12	3	4	1.828	2001	0.0293626317142123
1	3	1	0.889	2000	0.0294839479968161
1	3	2	1.17	2000	0.0349985043374215
1	3	3	1	2000	0.030475726084174
1	3	4	0.952	2000	0.0315451141522251
2	3	1	1.582	2005	0.0361657865258441
2	3	2	1.429	2005	0.036583804818105
2	3	3	1.41	2005	0.0379685480396381
2	3	4	1.428	2005	0.0370697263901147
3	3	1	1.669	2002	0.0337253475590042
3	3	2	1.651	2002	0.033448813792824
3	3	3	1.898	2002	0.0398137271354254
3	3	4	1.595	2002	0.030820064925027
4	1.3	1	0.762	1984	0.0208378910522862
4	1.3	2	0.666	1984	0.0158923330231226
4	1.3	3	0.853	1984	0.0265005592146141
4	1.3	4	1.067	1984	0.0251864790860164
4	3	1	1.746	1998	0.0361385933683818
4	3	2	1.489	1998	0.0302236836763691
4	3	3	1.619	1998	0.0346725489356234
4	3	4	2.032	1998	0.0434550159320801
5	2	1	1.358	1998	0.0308223064527111
5	2	2	2.045	1998	0.0303093180773962
5	2	3	2.001	1998	0.0352518365836901
5	2	4	1.6	1998	0.0315750004933594
6	3	1	2.413	2003	0.0376990016716922
6	3	2	2.199	2003	0.0365689388522109
6	3	3	1.882	2003	0.0312018170664987
6	3	4	2.131	2003	0.0340752822284051
7	3	1	1.269	2005	0.0327813799695177
7	3	2	1.078	2005	0.0297198941332157
7	3	3	1.365	2005	0.0350539291217257
7	3	4	1.143	2005	0.0303658244998805
8	4	1	0.76	2010	0.0163585096536731
8	4	2	0.688	2010	0.0156605663297824
8	4	3	1	2010	0.0209801946962068
8	4	4	0.762	2010	0.0181701123113241
9	3	1	1.139	2010	0.0213969041178239
9	3	2	0.949	2010	0.016913507636921
9	3	3	1.123	2010	0.021938307058157
9	3	4	1.012	2010	0.0187033340725955
10	1.3	1	1.396	1989	0.0329828706438275
10	1.3	2	1.397	1989	0.028086047446723
10	1.3	3	1.268	1989	0.0306487479454704
10	1.3	4	1.3	1989	0.0318869729451299
10	2	1	2.159	1997	0.0437256966947505
10	2	2	2.285	1997	0.0467347063996891
10	2	3	2.679	1997	0.0508532487993774
10	2	4	2.278	1997	0.0477948890101129
11	3	1	1.856	1998	0.0306787001223181
11	3	2	1.967	1998	0.031754487924577
11	3	3	1.774	1998	0.0361068142961817
11	3	4	2.432	1998	0.0375766752676875
12	3	1	2.348	2002	0.0353215494546822
12	3	2	1.681	2002	0.0268899766452315
12	3	3	1.556	2002	0.0254190217924004
12	3	4	1.481	2002	0.0237888717553328
1	3	1	0.793	2001	0.02630007959671
1	3	2	1.14	2001	0.0341011067903081
1	3	3	0.95	2001	0.0289519397799653
1	3	4	0.857	2001	0.0283972298618244
2	3	1	1.33	2006	0.0304048647783645
2	3	2	1.048	2006	0.0268298302654822
2	3	3	1.06	2006	0.0285437311503662
2	3	4	1.111	2006	0.0288406624785837
3	3	1	1.793	2003	0.0362310054962819
3	3	2	1.84	2003	0.0372779027127778
3	3	3	1.612	2003	0.0338143983889914
3	3	4	1.343	2003	0.02595068789612
4	1.3	1	0.953	1985	0.0260610369722161
4	1.3	2	0.857	1985	0.0204500441453695
4	1.3	3	0.818	1985	0.0254131974648937
4	1.3	4	1.066	1985	0.0251628741384194
4	3	1	1.682	1999	0.0348139255702281
4	3	2	1.711	1999	0.0347298339625705
4	3	3	1.571	1999	0.0336445796033752
4	3	4	2.088	1999	0.0446525951113107
5	2	1	1.231	1999	0.0279398079847477
5	2	2	1.844	1999	0.0273302604081754
5	2	3	1.721	1999	0.0303190458573366
5	2	4	1.555	1999	0.0306869536044836
6	3	1	2.784	2004	0.0434952427078288
6	3	2	2.294	2004	0.038148770225999
6	3	3	2.826	2004	0.0468524628214268
6	3	4	2.564	2004	0.0409990725638812
7	1.3	1	0.857	1983	0.0283906446697144
7	1.3	2	0.54	1983	0.0232098340926674
7	1.3	3	0.41	1983	0.0187995781558072
7	1.3	4	1.076	1983	0.0434624550632144
7	3	1	1.046	2006	0.0270207434579319
7	3	2	0.73	2006	0.020125716806352
7	3	3	1.111	2006	0.0285310734463277
7	3	4	0.984	2006	0.0261417071809994
8	4	1	1.046	2011	0.022514475128608
8	4	2	1.024	2011	0.0233087498861877
8	4	3	1.016	2011	0.0213158778113461
8	4	4	0.905	2011	0.0215799890311658
9	3	1	1.237	2011	0.0232379020138263
9	3	2	1.524	2011	0.0271614179543389
9	3	3	1.381	2011	0.0269784524018832
9	3	4	0.697	2011	0.0128816441191691
10	1.3	1	1.301	1990	0.0307383343177791
10	1.3	2	1.269	1990	0.0255126658624849
10	1.3	3	1.268	1990	0.0306487479454704
10	1.3	4	1.078	1990	0.0264416591037308
10	2	1	1.841	1998	0.0372853208036293
10	2	2	2.221	1998	0.0454257255639867
10	2	3	2.031	1998	0.0385527989218124
10	2	4	1.835	1998	0.0385002727539759
11	3	1	1.545	1999	0.025538034315184
11	3	2	2.253	1999	0.0363715614103061
11	3	3	1.52	1999	0.0309370674916551
11	3	4	2.029	1999	0.0313499482393659
12	3	1	2.158	2003	0.0324633320797292
12	3	2	1.618	2003	0.0258822023866654
12	3	3	1.492	2003	0.0243735093279315
12	3	4	1.891	2003	0.0303745823695708
1	3	1	1.079	2002	0.0357853542053595
1	3	2	1.17	2002	0.0349985043374215
1	3	3	1.317	2002	0.0401365312528571
1	3	4	1.206	2002	0.039961562676033
2	3	1	1.678	2007	0.0383604233820268
2	3	2	1.332	2007	0.0341005094595632
2	3	3	1.14	2007	0.0306979750107712
2	3	4	0.984	2007	0.0255438450755412
3	3	1	1.916	2004	0.0387164565147106
3	3	2	1.937	2004	0.0392430964970927
3	3	3	1.675	2004	0.035135928847122
3	3	4	1.684	2004	0.0325398052249188
4	1.3	1	0.952	1986	0.0260336906584992
4	1.3	2	0.958	1986	0.0228601426969241
4	1.3	3	1.004	1986	0.0311917484776935
4	1.3	4	1.054	1986	0.0248796147672552
4	3	1	1.809	2000	0.0374425632321894
4	3	2	1.585	2000	0.0321722892055373
4	3	3	2.032	2000	0.0435173683985094
4	3	4	2.049	2000	0.0438185667543466
5	1.3	1	0.818	1983	0.0141848891046873
5	1.3	2	0.917	1983	0.0225213055971707
5	1.3	3	0.793	1983	0.0209478021978022
5	1.3	4	0.603	1983	0.0126616831849488
5	2	1	1.421	2000	0.0322522072675276
5	2	2	2.081	2000	0.0308428806450179
5	2	3	2.152	2000	0.0379120201539735
5	2	4	1.835	2000	0.0362125786908215
6	3	1	2.059	2005	0.0321683565859984
6	3	2	2.116	2005	0.0351886651256382
6	3	3	2.222	2005	0.0368387021900957
6	3	4	2.054	2005	0.0328440308292558
7	1.3	1	0.698	1984	0.0231233021930696
7	1.3	2	0.539	1984	0.0231668529184217
7	1.3	3	0.457	1984	0.0209546517492778
7	1.3	4	0.805	1984	0.0325160560649513
7	3	1	1.11	2007	0.0286740203043063
7	3	2	0.762	2007	0.0210079400088222
7	3	3	1.27	2007	0.0326142783769902
7	3	4	1.016	2007	0.0269918439998937
8	1.3	1	0.536	1983	0.0166941788395054
8	1.3	2	0.536	1983	0.0165856979298821
8	1.3	3	0.657	1983	0.0203361500603584
8	1.3	4	0.631	1983	0.0188369454892829
10	1.3	1	1.269	1991	0.0299822799763733
10	1.3	2	1.142	1991	0.0229593888218737
10	1.3	3	1.079	1991	0.0260804408778884
10	1.3	4	1.269	1991	0.0311265912825922
10	2	1	1.238	1999	0.0250729099157485
10	2	2	1.807	1999	0.0369582557830364
10	2	3	1.775	1999	0.0336933619331448
10	2	4	1.297	1999	0.0272124543661617
11	3	1	1.229	2000	0.0203147211478065
11	3	2	2.284	2000	0.0368720134314865
11	3	3	1.489	2000	0.0303061141414964
11	3	4	2.251	2000	0.0347800559323867
12	3	1	2.317	2004	0.0348552087250846
12	3	2	1.873	2004	0.0299612886713376
12	3	3	1.968	2004	0.0321495082824191
12	3	4	2.021	2004	0.0324627345155487
1	3	1	1.333	2003	0.044209339347307
1	3	2	1.346	2003	0.0402632366138199
1	3	3	1.397	2003	0.042574589339591
1	3	4	1.333	2003	0.044169786937937
2	3	1	1.392	2008	0.0318222344146492
2	3	2	1.3	2008	0.0332812780010752
2	3	3	1.33	2008	0.0358143041792331
2	3	4	1.238	2008	0.0321374798816261
3	3	1	1.355	2005	0.0273803750404138
3	3	2	1.238	2005	0.0250815454121842
3	3	3	1.234	2005	0.0258852156402081
3	3	4	1.289	2005	0.0249072499613541
4	1.3	1	0.603	1987	0.0164898271712973
4	1.3	2	0.592	1987	0.0141265182427757
4	1.3	3	0.753	1987	0.0233938113582702
4	1.3	4	1.052	1987	0.0248324048720612
4	3	1	1.46	2001	0.0302189841453823
4	3	2	1.491	2001	0.0302642796248934
4	3	3	1.476	2001	0.0316100569666338
4	3	4	1.736	2001	0.0371249545561472
5	1.3	1	0.917	1984	0.0159016421870394
5	1.3	2	0.856	1984	0.0210231598595181
5	1.3	3	0.603	1984	0.0159287827557058
5	1.3	4	0.697	1984	0.0146354779102973
5	2	1	1.295	2001	0.0293924056378946
5	2	2	2.046	2001	0.0303241392598301
5	2	3	1.918	2001	0.033789616475521
5	2	4	2.162	2001	0.0426657194166519
6	3	1	1.365	2006	0.0213257924914462
6	3	2	1.315	2006	0.0218681921740143
6	3	3	1.522	2006	0.025233350465043
6	3	4	1.695	2006	0.027103521059196
7	1.3	1	0.667	1985	0.0220963360498244
7	1.3	2	0.539	1985	0.0231668529184217
7	1.3	3	0.489	1985	0.0224219358980237
7	1.3	4	0.715	1985	0.0288807206042735
7	3	1	1.109	2008	0.0286481878535817
7	3	2	0.825	2008	0.0227448169386855
7	3	3	1.175	2008	0.0301746276322548
7	3	4	0.857	2008	0.0227677266810127
8	1.3	1	0.696	1984	0.0216775158065219
8	1.3	2	0.786	1984	0.0243215645016555
8	1.3	3	0.784	1984	0.0242671866778098
8	1.3	4	0.757	1984	0.0225983640814377
10	1.3	1	1.365	1992	0.0322504430005907
10	1.3	2	1.142	1992	0.0229593888218737
10	1.3	3	1.324	1992	0.0320023204099391
10	1.3	4	1.205	1992	0.0295567710760627
10	2	1	1.169	2000	0.0236754698639015
10	2	2	1.302	2000	0.0266295788763218
10	2	3	1.792	2000	0.0340160589206735
10	2	4	0.982	2000	0.0206034157190214
11	3	1	1.265	2001	0.0209097821415584
11	3	2	2.303	2001	0.0371787420896293
11	3	3	1.46	2001	0.0297158674590898
11	3	4	1.997	2001	0.0308555183016332
12	3	1	1.651	2005	0.0248364046634073
12	3	2	1.619	2005	0.025898198803468
12	3	3	1.619	2005	0.026448198124612
12	3	4	1.74	2005	0.0279491133384734
1	3	1	1.302	2004	0.0431812151764394
1	3	2	1.506	2004	0.0450493568650912
1	3	3	1.394	2004	0.0424831621613385
1	3	4	1.332	2004	0.0441366513138275
2	3	1	1.65	2009	0.0377203209656402
2	3	2	1.49	2009	0.0381454647858478
2	3	3	1.356	2009	0.0365144334338647
2	3	4	1.587	2009	0.0411972379419552
3	3	1	1.072	2006	0.0216618170061429
3	3	2	0.921	2006	0.0186592110861241
3	3	3	1.11	2006	0.0232841080718241
3	3	4	1.041	2006	0.0201151646313186
4	1.3	1	0.54	1988	0.0147670094071319
4	1.3	2	0.538	1988	0.0128379507003603
4	1.3	3	0.563	1988	0.0174909904312166
4	1.3	4	0.76	1988	0.0179397601737324
4	3	1	1.714	2002	0.035476259469305
4	3	2	1.585	2002	0.0321722892055373
4	3	3	1.617	2002	0.0346297168801131
4	3	4	1.706	2002	0.0364833942815594
5	1.3	1	1.076	1985	0.0186588516829382
5	1.3	2	0.952	1985	0.0233808974138566
5	1.3	3	0.698	1985	0.018438292476754
5	1.3	4	0.762	1985	0.0160003359650596
5	2	1	1.452	2002	0.0329558092557707
5	2	2	3.016	2002	0.0447006862207467
5	2	3	1.768	2002	0.0311470500149745
5	2	4	2.171	2002	0.042843328794427
6	1.3	4	1.034	1983	0.0283163544747508
6	3	1	1.365	2007	0.0213257924914462
6	3	2	1.905	2007	0.0316797764954351
6	3	3	1.523	2007	0.025249929538936
6	3	4	1.772	2007	0.0283347724583453
7	1.3	1	0.841	1986	0.0278605976280395
7	1.3	2	0.38	1986	0.0163328462133585
7	1.3	3	0.599	1986	0.0274657251593379
7	1.3	4	0.715	1986	0.0288807206042735
7	3	1	1.139	2009	0.0294231613753197
7	3	2	0.793	2009	0.0218625937362153
7	3	3	1.143	2009	0.0293528505392912
7	3	4	0.857	2009	0.0227677266810127
8	1.3	1	0.886	1985	0.0275952284548541
8	1.3	2	0.849	1985	0.0262710028777424
8	1.3	3	0.876	1985	0.0271148667471446
8	1.3	4	0.95	1985	0.0283599020837065
10	1.3	1	2.447	1993	0.0578145304193739
10	1.3	2	2.349	1993	0.0472255729794934
