yta	avd	rev	år	mån	dag	nr	t_l	beha	p_kod	hojd	krong	b1	b2	dia	dia6m1	dia6m2	b6m1	b6m2	rc1	rc2
1471	11	5	2011	5	11	33	1	1	1	156	74	19	21	196.977156035922	0	0	0	0	0	0
1471	11	5	2011	5	11	36	1	1	1	143	82	13	15	143.499128917217	0	0	0	0	0	0
1471	11	5	2011	5	11	39	1	1	1	121	66	10	9	102.95630140987	0	0	0	0	0	0
1471	11	5	2011	5	11	51	1	1	1	168	94	21	24	205.494525474524	0	0	0	0	0	0
1471	11	5	2011	5	11	54	1	1	1	140	78	10	11	127.996093690394	0	0	0	0	0	0
1471	11	5	2011	5	11	56	1	1	3	177	90	32	28	235.980931433029	0	0	0	0	0	0
1471	11	5	2011	5	11	58	1	1	1	139	71	18	18	157.480157480236	0	0	0	0	0	0
1471	11	5	2011	5	11	66	1	1	1	151	68	24	21	172.997109802447	0	0	0	0	0	0
1471	11	5	2011	5	11	71	1	1	3	184	83	26	28	263.998106053812	0	0	0	0	0	0
1471	11	5	2011	5	11	74	1	1	1	168	93	21	25	205.499391726594	0	0	0	0	0	0
1471	11	5	2011	5	11	75	1	1	1	169	103	17	21	167.493283447427	0	0	0	0	0	0
1471	11	6	2012	5	7	1	1	1	1	199	87	23	29	224.499443206437	0	0	0	0	0	0
1471	11	6	2012	5	7	2	1	1	1	176	94	20	16	172.499275360797	0	0	0	0	0	0
1471	11	6	2012	5	7	3	1	1	1	166	65	16	21	183.499318799826	0	0	0	0	0	0
1471	11	6	2012	5	7	4	1	1	3	186	93	27	29	229.499455337044	0	0	0	0	0	0
1471	11	6	2012	5	7	9	1	1	1	151	92	25	20	169	0	0	0	0	0	0
1471	11	6	2012	5	7	15	1	1	1	145	87	13	18	157.996835411346	0	0	0	0	0	0
1471	11	6	2012	5	7	18	1	1	3	202	94	18	16	225.99778759979	0	0	0	0	0	0
1471	11	6	2012	5	7	20	1	1	1	175	102	24	23	204.426025740364	0	0	0	0	0	0
1471	11	6	2012	5	7	21	1	1	1	185	102	25	19	186.467155284785	0	0	0	0	0	0
1471	11	6	2012	5	7	26	1	1	3	167	81	26	25	219.485762636213	0	0	0	0	0	0
1471	11	6	2012	5	7	33	1	1	1	156	74	20	17	199.977498734233	0	0	0	0	0	0
1471	11	6	2012	5	7	36	1	1	1	143	82	17	18	145.499140890934	0	0	0	0	0	0
1471	11	6	2012	5	7	39	1	1	1	121	66	14	10	103.956721764396	0	0	0	0	0	0
1471	11	6	2012	5	7	51	1	1	1	168	94	21	23	207	0	0	0	0	0	0
1471	11	6	2012	5	7	54	1	1	1	140	81	10	9	129.996153789256	0	0	0	0	0	0
1471	11	6	2012	5	7	56	1	1	3	177	90	24	28	238.981170806405	0	0	0	0	0	0
1471	11	6	2012	5	7	58	1	1	1	139	71	20	24	159.480406320024	0	0	0	0	0	0
1471	11	6	2012	5	7	66	1	1	1	153	68	21	20	178.997206682116	0	0	0	0	0	0
1471	11	6	2012	5	7	71	1	1	3	184	83	25	29	267.495794359463	0	0	0	0	0	0
1471	11	6	2012	5	7	74	1	1	1	168	93	22	25	207	0	0	0	0	0	0
1471	11	6	2012	5	7	75	1	1	1	169	103	20	22	172.481883106603	0	0	0	0	0	0
1471	11	7	2013	5	31	1	1	1	1	203	96	25	28	224.499443206437	0	0	0	0	0	0
1471	11	7	2013	5	31	2	1	1	1	183	94	16	16	175	0	0	0	0	0	0
1471	11	7	2013	5	31	3	1	1	1	170	65	20	22	184.499322491981	0	0	0	0	0	0
1471	11	7	2013	5	31	4	1	1	3	186	93	26	30	233.499464667481	0	0	0	0	0	0
1471	11	7	2013	5	31	9	1	1	1	155	92	21	20	169.499262535269	0	0	0	0	0	0
1471	11	7	2013	5	31	15	1	1	1	149	90	14	16	159.492946552504	0	0	0	0	0	0
1471	11	7	2013	5	31	18	1	1	3	207	99	18	20	229.495097986863	0	0	0	0	0	0
1471	11	7	2013	5	31	20	1	1	1	179	102	28	28	205.426385841741	0	0	0	0	0	0
1471	11	7	2013	5	31	21	1	1	1	192	102	16	20	186.957214356654	0	0	0	0	0	0
1471	11	7	2013	5	31	30	1	1	3	172	75	27	27	220.485827208916	0	0	0	0	0	0
1471	11	7	2013	5	31	33	1	1	1	165	76	20	18	201.46960068457	0	0	0	0	0	0
1471	11	7	2013	5	31	36	1	1	1	148	84	16	18	148	0	0	0	0	0	0
1471	11	7	2013	5	31	39	1	1	1	127	66	11	10	104.470091413763	0	0	0	0	0	0
1471	11	7	2013	5	31	51	1	1	1	173	94	20	25	207.997596139955	0	0	0	0	0	0
1471	11	7	2013	5	31	54	1	1	1	144	81	10	12	130.491379025589	0	0	0	0	0	0
1471	11	7	2013	5	31	58	1	1	1	143	71	16	15	159.480406320024	0	0	0	0	0	0
1471	11	7	2013	5	31	66	1	1	1	160	68	23	21	178.997206682116	0	0	0	0	0	0
1471	11	7	2013	5	31	71	1	1	3	191	85	30	33	270.983394325187	0	0	0	0	0	0
1471	11	7	2013	5	31	72	1	1	3	197	101	40	35	239.48695162785	0	0	0	0	0	0
1471	11	7	2013	5	31	74	1	1	1	171	93	20	21	207	0	0	0	0	0	0
1471	11	7	2013	5	31	75	1	1	1	176	103	16	20	173.997126413053	0	0	0	0	0	0
1471	11	8	2014	5	23	1	1	1	1	205	96	23	28	226.486202670273	0	0	0	0	0	0
1471	11	8	2014	5	23	2	1	1	1	187	94	18	15	176.499291783282	0	0	0	0	0	0
1471	11	8	2014	5	23	3	1	1	1	173	71	14	17	185.499326144329	0	0	0	0	0	0
1471	11	8	2014	5	23	4	1	1	3	193	93	28	30	234.997872330794	0	0	0	0	0	0
1471	11	8	2014	5	23	9	1	1	1	159	96	20	19	170.997075998392	0	0	0	0	0	0
1471	11	8	2014	5	23	15	1	1	1	155	90	13	15	160.492990501143	0	0	0	0	0	0
1471	11	8	2014	5	23	18	1	1	3	211	104	18	18	232.486558751253	0	0	0	0	0	0
1471	11	8	2014	5	23	20	1	1	1	184	102	23	22	206.397674405503	0	0	0	0	0	0
1471	11	8	2014	5	23	21	1	1	1	197	102	24	20	188.933850857913	0	0	0	0	0	0
1471	11	8	2014	5	23	30	1	1	3	176	75	28	26	223.486017459706	0	0	0	0	0	0
1471	11	8	2014	5	23	33	1	1	1	168	76	20	16	202.960587306994	0	0	0	0	0	0
1471	11	8	2014	5	23	36	1	1	1	154	84	14	14	148.996644257513	0	0	0	0	0	0
1471	11	8	2014	5	23	39	1	1	1	132	66	6	7	104.957134107215	0	0	0	0	0	0
1471	11	8	2014	5	23	51	1	1	1	177	96	22	24	207.997596139955	0	0	0	0	0	0
1471	11	8	2014	5	23	54	1	1	1	149	81	10	10	131.476233593756	0	0	0	0	0	0
1471	11	8	2014	5	23	58	1	1	1	145	71	16	20	159.480406320024	0	0	0	0	0	0
1471	11	8	2014	5	23	66	1	1	1	165	76	21	20	181.499311293459	0	0	0	0	0	0
1471	11	8	2014	5	23	71	1	1	3	193	85	32	30	272.495871528359	0	0	0	0	0	0
1471	11	8	2014	5	23	72	1	1	3	201	104	30	28	241.991735396067	0	0	0	0	0	0
1471	11	8	2014	5	23	74	1	1	1	173	96	22	24	208.99760764181	0	0	0	0	0	0
1471	11	8	2014	5	23	75	1	1	1	180	106	20	18	173.997126413053	0	0	0	0	0	0
1471	11	9	2015	5	12	1	1	1	1	210	96	28	29	231.486500686325	0	0	0	0	0	0
1471	11	9	2015	5	12	2	1	1	1	189	104	17	19	182.499315067208	0	0	0	0	0	0
1471	11	9	2015	5	12	3	1	1	1	177	82	20	20	188.49933686886	0	0	0	0	0	0
1471	11	9	2015	5	12	4	1	1	3	194	93	28	31	242	0	0	0	0	0	0
1471	11	9	2015	5	12	9	1	1	1	164	96	22	21	173.499279537409	0	0	0	0	0	0
1471	11	9	2015	5	12	15	1	1	1	158	90	13	11	162.49923076741	0	0	0	0	0	0
1471	11	9	2015	5	12	20	1	1	1	184	102	26	23	209.399140399382	0	0	0	0	0	0
1471	11	9	2015	5	12	21	1	1	1	198	102	20	20	192.935222289762	0	0	0	0	0	0
1471	11	9	2015	5	12	30	1	1	3	180	75	28	28	228	0	0	0	0	0	0
1471	11	9	2015	5	12	33	1	1	1	173	79	19	21	207.470479827854	0	0	0	0	0	0
1471	11	9	2015	5	12	36	1	1	1	156	85	14	16	152	0	0	0	0	0	0
1471	11	9	2015	5	12	39	1	1	1	136	75	8	8	107.470926301023	0	0	0	0	0	0
1471	11	9	2015	5	12	51	1	1	1	180	96	20	22	213.49473061413	0	0	0	0	0	0
1471	11	9	2015	5	12	54	1	1	1	151	81	11	11	135.454789505576	0	0	0	0	0	0
1471	11	9	2015	5	12	58	1	1	1	148	71	16	18	162.462303319878	0	0	0	0	0	0
1471	11	9	2015	5	12	66	1	1	1	168	79	22	23	184.493902338262	0	0	0	0	0	0
1471	11	9	2015	5	12	70	1	1	3	211	90	25	24	237.89703655153	0	0	0	0	0	0
1471	11	9	2015	5	12	71	1	1	3	196	85	31	32	279	0	0	0	0	0	0
1471	11	9	2015	5	12	72	1	1	3	202	104	32	35	246.96760921222	0	0	0	0	0	0
1471	11	9	2015	5	12	74	1	1	1	174	96	21	18	212.997652569224	0	0	0	0	0	0
1471	11	9	2015	5	12	75	1	1	1	184	106	18	20	179.493732481109	0	0	0	0	0	0
1471	11	10	2016	5	3	1	1	1	1	214	96	30	36	234.997872330794	0	0	0	0	0	0
1471	11	10	2016	5	3	2	1	1	1	194	104	17	19	183	0	0	0	0	0	0
1471	11	10	2016	5	3	3	1	1	1	180	90	18	21	190.499343830891	0	0	0	0	0	0
1471	11	10	2016	5	3	4	1	1	3	198	93	29	31	244.499488752022	0	0	0	0	0	0
1471	11	10	2016	5	3	9	1	1	1	167	100	20	22	175.499287747842	0	0	0	0	0	0
1471	11	10	2016	5	3	15	1	1	1	162	94	17	14	163.996951191173	0	0	0	0	0	0
1471	11	10	2016	5	3	20	1	1	1	190	104	28	26	211.88440244624	0	0	0	0	0	0
1471	11	10	2016	5	3	21	1	1	1	205	107	26	23	195.391913855205	0	0	0	0	0	0
1471	11	10	2016	5	3	30	1	1	3	184	83	32	30	232.997854067371	0	0	0	0	0	0
1471	11	10	2016	5	3	33	1	1	1	176	79	24	19	210.451894740817	0	0	0	0	0	0
1471	11	10	2016	5	3	36	1	1	1	158	85	16	19	153.996753212527	0	0	0	0	0	0
1471	11	10	2016	5	3	39	1	1	1	139	83	10	8	107.958325292679	0	0	0	0	0	0
1471	11	10	2016	5	3	51	1	1	1	183	96	26	27	215.990740542274	0	0	0	0	0	0
1471	11	10	2016	5	3	54	1	1	1	156	99	12	9	136.941593389299	0	0	0	0	0	0
1471	11	10	2016	5	3	58	1	1	1	152	71	16	20	163.46253393362	0	0	0	0	0	0
1471	11	10	2016	5	3	66	1	1	1	173	92	22	18	187.99734040672	0	0	0	0	0	0
1471	11	10	2016	5	3	70	1	1	3	215	90	28	26	241.898739145122	0	0	0	0	0	0
1471	11	10	2016	5	3	71	1	1	3	200	93	31	36	281.984042101676	0	0	0	0	0	0
1471	11	10	2016	5	3	72	1	1	3	205	104	44	44	250.475547708753	0	0	0	0	0	0
1471	11	10	2016	5	3	74	1	1	1	177	96	32	24	213.499414519104	0	0	0	0	0	0
1471	11	10	2016	5	3	75	1	1	1	189	116	21	16	181.997252726518	0	0	0	0	0	0
1471	11	11	2016	11	7	1	1	1	1	214	96	30	36	235.495222881484	0	0	0	0	0	0
1471	11	11	2016	11	7	2	1	1	1	196	104	16	20	184.499322491981	0	0	0	0	0	0
1471	11	11	2016	11	7	3	1	1	1	181	90	20	20	191.499347257373	0	0	0	0	0	0
1471	11	11	2016	11	7	9	1	1	1	167	100	20	22	176.997175118701	0	0	0	0	0	0
1471	11	11	2016	11	7	15	1	1	1	165	97	21	18	164.499240119825	0	0	0	0	0	0
1471	11	11	2016	11	7	18	1	1	3	222	118	22	23	243.487165986218	0	0	0	0	0	0
1471	11	11	2016	11	7	20	1	1	1	191	104	30	31	213.368226313104	0	0	0	0	0	0
1471	11	11	2016	11	7	21	1	1	1	207	107	22	23	197.909070029648	0	0	0	0	0	0
1471	11	11	2016	11	7	30	1	1	3	187	85	33	36	234.997872330794	0	0	0	0	0	0
1471	11	11	2016	11	7	33	1	1	1	178	79	22	22	213.429145151266	0	0	0	0	0	0
1471	11	11	2016	11	7	36	1	1	1	162	85	20	21	155.987178960324	0	0	0	0	0	0
1471	11	11	2016	11	7	39	1	1	1	140	83	10	9	108.95870777501	0	0	0	0	0	0
1471	11	11	2016	11	7	51	1	1	1	186	96	25	28	215.990740542274	0	0	0	0	0	0
1471	11	11	2016	11	7	54	1	1	1	158	99	12	12	137.909390543211	0	0	0	0	0	0
1471	11	11	2016	11	7	58	1	1	1	155	71	20	20	163.951212255354	0	0	0	0	0	0
1471	11	11	2016	11	7	66	1	1	1	177	92	22	22	189.989473392607	0	0	0	0	0	0
1471	11	11	2016	11	7	70	1	1	3	216	90	29	27	245.869884288418	0	0	0	0	0	0
1471	11	11	2016	11	7	71	1	1	3	202	93	32	36	284.496045666719	0	0	0	0	0	0
1471	11	11	2016	11	7	72	1	1	3	208	104	36	42	252.998023707696	0	0	0	0	0	0
1471	11	11	2016	11	7	74	1	1	1	181	96	30	25	214.499417248626	0	0	0	0	0	0
1471	11	11	2016	11	7	75	1	1	1	189	116	20	23	184.989188873296	0	0	0	0	0	0
1471	12	1	2005	8	19	2	1	1	1	175	83	18	18	227.945168845492	0	0	0	0	0	0
1471	12	1	2005	8	19	7	1	1	1	164	80	20	16	191.958328811229	0	0	0	0	0	0
1471	12	1	2005	8	19	12	1	1	1	143	74	14	16	150.996688705415	0	0	0	0	0	0
1471	12	1	2005	8	19	14	1	1	3	176	51	26	20	272.970694397769	0	0	0	0	0	0
1471	12	1	2005	8	19	18	1	1	1	167	77	18	20	216.471707158234	0	0	0	0	0	0
1471	12	1	2005	8	19	23	1	1	1	139	69	16	18	124.963994814506	0	0	0	0	0	0
1471	12	1	2005	8	19	28	1	1	1	154	86	16	16	154.996774159981	0	0	0	0	0	0
1471	12	1	2005	8	19	31	1	1	3	152	71	20	22	240.487005885973	0	0	0	0	0	0
1471	12	1	2005	8	19	34	1	1	1	142	79	16	16	157.996835411346	0	0	0	0	0	0
1471	12	1	2005	8	19	35	1	1	3	155	62	20	20	240.457896522447	0	0	0	0	0	0
1471	12	1	2005	8	19	36	1	1	3	177	66	22	26	256.417628099162	0	0	0	0	0	0
1471	12	1	2005	8	19	38	1	1	1	124	71	12	14	114.498908291739	0	0	0	0	0	0
1471	12	1	2005	8	19	41	1	1	1	133	61	22	22	174.95427974188	0	0	0	0	0	0
1471	12	1	2005	8	19	46	1	1	1	172	83	22	22	187.44599222176	0	0	0	0	0	0
1471	12	1	2005	8	19	51	1	1	1	157	78	24	20	199.909979740882	0	0	0	0	0	0
1471	12	1	2005	8	19	56	1	1	1	134	84	12	14	122.498979587587	0	0	0	0	0	0
1471	12	1	2005	8	19	61	1	1	1	147	79	18	18	145.492267835786	0	0	0	0	0	0
1471	12	1	2005	8	19	65	1	1	3	169	76	22	20	238.981170806405	0	0	0	0	0	0
1471	12	1	2005	8	19	67	1	1	1	106	49	12	16	115.961200407723	0	0	0	0	0	0
1471	12	1	2005	8	19	72	1	1	1	156	76	26	20	187.989361401118	0	0	0	0	0	0
1471	12	2	2008	5	9	1	1	1	1	161	72	22	23	206.499394672236	0	0	0	0	0	0
1471	12	2	2008	5	9	2	1	1	1	177	90	24	22	228.921383885385	0	0	0	0	0	0
1471	12	2	2008	5	9	7	1	1	1	170	88	20	20	197.468984906491	0	0	0	0	0	0
1471	12	2	2008	5	9	12	1	1	1	145	74	24	24	155.996794838868	0	0	0	0	0	0
1471	12	2	2008	5	9	14	1	1	3	180	51	36	34	277.971221532014	0	0	0	0	0	0
1471	12	2	2008	5	9	18	1	1	1	173	83	20	22	223.890598284073	0	0	0	0	0	0
1471	12	2	2008	5	9	23	1	1	1	145	69	16	14	128.491244837927	0	0	0	0	0	0
1471	12	2	2008	5	9	28	1	1	1	156	86	18	21	159.492946552504	0	0	0	0	0	0
1471	12	2	2008	5	9	31	1	1	3	154	71	30	34	243.967210911631	0	0	0	0	0	0
1471	12	2	2008	5	9	35	1	1	3	156	62	37	35	241.98140424421	0	0	0	0	0	0
1471	12	2	2008	5	9	36	1	1	3	177	80	32	35	260.441932107716	0	0	0	0	0	0
1471	12	2	2008	5	9	38	1	1	1	129	71	10	11	119	0	0	0	0	0	0
1471	12	2	2008	5	9	41	1	1	1	134	61	34	32	176.442625235514	0	0	0	0	0	0
1471	12	2	2008	5	9	46	1	1	1	173	83	25	25	191.958328811229	0	0	0	0	0	0
1471	12	2	2008	5	9	51	1	1	1	157	90	18	22	203.39616515559	0	0	0	0	0	0
1471	12	2	2008	5	9	56	1	1	1	136	84	12	12	124.498995979887	0	0	0	0	0	0
1471	12	2	2008	5	9	61	1	1	1	147	79	12	14	149.459024484974	0	0	0	0	0	0
1471	12	2	2008	5	9	65	1	1	3	169	76	27	30	242.487113059643	0	0	0	0	0	0
1471	12	2	2008	5	9	67	1	1	1	112	49	15	16	117.490425141796	0	0	0	0	0	0
1471	12	2	2008	5	9	72	1	1	1	159	76	20	22	192.483765549202	0	0	0	0	0	0
1471	12	3	2009	4	22	1	1	1	1	163	72	28	22	206.499394672236	0	0	0	0	0	0
1471	12	3	2009	4	22	2	1	1	1	179	95	21	24	228.921383885385	0	0	0	0	0	0
1471	12	3	2009	4	22	7	1	1	1	174	89	22	22	199.46929588285	0	0	0	0	0	0
1471	12	3	2009	4	22	12	1	1	1	146	74	21	24	158.996855314814	0	0	0	0	0	0
1471	12	3	2009	4	22	14	1	1	3	180	51	30	33	282.936388610585	0	0	0	0	0	0
1471	12	3	2009	4	22	18	1	1	1	175	83	22	28	224.919985772719	0	0	0	0	0	0
1471	12	3	2009	4	22	23	1	1	1	148	69	12	12	130.499042142079	0	0	0	0	0	0
1471	12	3	2009	4	22	28	1	1	1	158	90	22	23	161.987653850533	0	0	0	0	0	0
1471	12	3	2009	4	22	31	1	1	3	156	71	34	33	245.438383306279	0	0	0	0	0	0
1471	12	3	2009	4	22	35	1	1	3	158	66	40	36	242.487113059643	0	0	0	0	0	0
1471	12	3	2009	4	22	36	1	1	3	177	83	28	30	261.442154213891	0	0	0	0	0	0
1471	12	3	2009	4	22	38	1	1	1	131	71	10	10	120.490663538716	0	0	0	0	0	0
1471	12	3	2009	4	22	41	1	1	1	137	63	30	37	178.443268295557	0	0	0	0	0	0
1471	12	3	2009	4	22	46	1	1	1	174	83	18	23	194.391357832595	0	0	0	0	0	0
1471	12	3	2009	4	22	51	1	1	1	162	90	17	20	204.426025740364	0	0	0	0	0	0
1471	12	3	2009	4	22	56	1	1	1	138	84	14	16	125.499003980111	0	0	0	0	0	0
1471	12	3	2009	4	22	61	1	1	1	151	79	14	13	152.479506819769	0	0	0	0	0	0
1471	12	3	2009	4	22	65	1	1	3	174	85	28	28	245.438383306279	0	0	0	0	0	0
1471	12	3	2009	4	22	67	1	1	1	115	49	17	16	117.983049630021	0	0	0	0	0	0
1471	12	3	2009	4	22	72	1	1	1	161	76	20	25	193.483849455194	0	0	0	0	0	0
1471	12	4	2010	5	6	1	1	1	1	164	72	23	24	209.997619034121	0	0	0	0	0	0
1471	12	4	2010	5	6	2	1	1	3	180	95	19	19	230.893915034589	0	0	0	0	0	0
1471	12	4	2010	5	6	3	1	1	1	171	70	24	27	207.364413533277	0	0	0	0	0	0
1471	12	4	2010	5	6	7	1	1	1	175	89	22	24	202.977831301844	0	0	0	0	0	0
1471	12	4	2010	5	6	12	1	1	1	148	74	26	24	160.492990501143	0	0	0	0	0	0
1471	12	4	2010	5	6	14	1	1	3	183	51	30	32	284.464409021586	0	0	0	0	0	0
1471	12	4	2010	5	6	18	1	1	1	179	83	20	22	227.98026230356	0	0	0	0	0	0
1471	12	4	2010	5	6	23	1	1	1	152	69	18	16	133.985073795554	0	0	0	0	0	0
1471	12	4	2010	5	6	28	1	1	1	162	90	20	20	164.996969669143	0	0	0	0	0	0
1471	12	4	2010	5	6	31	1	1	3	159	71	32	32	249.475449693953	0	0	0	0	0	0
1471	12	4	2010	5	6	38	1	1	1	135	74	10	11	122.498979587587	0	0	0	0	0	0
1471	12	4	2010	5	6	39	1	1	1	144	74	22	22	176.465294038233	0	0	0	0	0	0
1471	12	4	2010	5	6	41	1	1	1	139	63	30	36	181.956038646702	0	0	0	0	0	0
1471	12	4	2010	5	6	46	1	1	1	178	83	23	21	196.959386676543	0	0	0	0	0	0
1471	12	4	2010	5	6	51	1	1	1	164	90	19	20	207.93989516204	0	0	0	0	0	0
1471	12	4	2010	5	6	58	1	1	3	177	76	26	30	237.486841740758	0	0	0	0	0	0
1471	12	4	2010	5	6	61	1	1	1	152	79	15	14	155.987178960324	0	0	0	0	0	0
1471	12	4	2010	5	6	65	1	1	3	176	85	20	28	247.459087527615	0	0	0	0	0	0
1471	12	4	2010	5	6	67	1	1	1	118	49	16	20	120	0	0	0	0	0	0
1471	12	4	2010	5	6	72	1	1	1	163	76	20	23	195.499360612765	0	0	0	0	0	0
1471	12	4	2010	5	6	73	1	1	1	175	75	30	28	228	0	0	0	0	0	0
1471	12	5	2011	5	11	1	1	1	1	167	72	25	28	211.499408982626	0	0	0	0	0	0
1471	12	5	2011	5	11	3	1	1	1	173	70	22	24	209.399140399382	0	0	0	0	0	0
1471	12	5	2011	5	11	7	1	1	1	179	97	21	20	205.961161387287	0	0	0	0	0	0
1471	12	5	2011	5	11	12	1	1	1	149	74	23	21	163.493119121265	0	0	0	0	0	0
1471	12	5	2011	5	11	14	1	1	3	183	51	34	36	288.984428646251	0	0	0	0	0	0
1471	12	5	2011	5	11	18	1	1	3	180	83	25	21	234.965954980716	0	0	0	0	0	0
1471	12	5	2011	5	11	23	1	1	1	153	69	18	17	137	0	0	0	0	0	0
1471	12	5	2011	5	11	28	1	1	1	163	90	21	24	168.499258158604	0	0	0	0	0	0
1471	12	5	2011	5	11	31	1	1	3	161	71	32	38	253.968501984006	0	0	0	0	0	0
1471	12	5	2011	5	11	35	1	1	3	161	73	35	37	249.967997951738	0	0	0	0	0	0
1471	12	5	2011	5	11	38	1	1	1	136	82	11	13	124	0	0	0	0	0	0
1471	12	5	2011	5	11	39	1	1	1	146	82	22	20	180.416185526687	0	0	0	0	0	0
1471	12	5	2011	5	11	41	1	1	1	141	63	31	37	184.445113787273	0	0	0	0	0	0
1471	12	5	2011	5	11	46	1	1	1	178	95	31	32	200.449494885869	0	0	0	0	0	0
1471	12	5	2011	5	11	51	1	1	1	165	90	19	18	211.941029534161	0	0	0	0	0	0
1471	12	5	2011	5	11	58	1	1	3	178	90	34	27	241.495341569977	0	0	0	0	0	0
1471	12	5	2011	5	11	61	1	1	1	156	85	16	16	160.480528413886	0	0	0	0	0	0
1471	12	5	2011	5	11	67	1	1	1	121	49	16	20	121.995901570504	0	0	0	0	0	0
1471	12	5	2011	5	11	72	1	1	1	166	76	17	22	200.484413359243	0	0	0	0	0	0
1471	12	5	2011	5	11	73	1	1	1	175	83	29	32	232.991416150896	0	0	0	0	0	0
1471	12	6	2012	5	7	1	1	1	1	167	72	28	23	214.499417248626	0	0	0	0	0	0
1471	12	6	2012	5	7	3	1	1	1	173	70	28	24	209.883300907909	0	0	0	0	0	0
1471	12	6	2012	5	7	7	1	1	1	179	97	26	22	210.470900601485	0	0	0	0	0	0
1471	12	6	2012	5	7	12	1	1	1	149	74	26	25	169.997058798086	0	0	0	0	0	0
1471	12	6	2012	5	7	14	1	1	3	184	51	32	36	293.993197200207	0	0	0	0	0	0
1471	12	6	2012	5	7	18	1	1	3	181	83	24	23	237.981091685873	0	0	0	0	0	0
1471	12	6	2012	5	7	23	1	1	1	154	69	17	18	140.996453856117	0	0	0	0	0	0
1471	12	6	2012	5	7	28	1	1	1	163	90	20	22	173.493515728975	0	0	0	0	0	0
1471	12	6	2012	5	7	31	1	1	3	161	71	29	36	257.476212493504	0	0	0	0	0	0
1471	12	6	2012	5	7	35	1	1	3	162	73	26	28	252.968377470387	0	0	0	0	0	0
1471	12	6	2012	5	7	36	1	1	1	181	86	27	32	273.970801363941	0	0	0	0	0	0
1471	12	6	2012	5	7	38	1	1	1	137	82	12	11	129	0	0	0	0	0	0
1471	12	6	2012	5	7	39	1	1	1	146	82	20	20	183.44481459011	0	0	0	0	0	0
1471	12	6	2012	5	7	41	1	1	1	141	63	30	35	188.446278817068	0	0	0	0	0	0
1471	12	6	2012	5	7	46	1	1	1	178	95	21	20	206.978259727924	0	0	0	0	0	0
1471	12	6	2012	5	7	51	1	1	1	165	90	18	20	213.962613556668	0	0	0	0	0	0
1471	12	6	2012	5	7	58	1	1	3	178	90	31	25	245.981706636896	0	0	0	0	0	0
1471	12	6	2012	5	7	61	1	1	1	156	85	16	13	164.481001942474	0	0	0	0	0	0
1471	12	6	2012	5	7	67	1	1	1	122	49	22	18	125.491035536408	0	0	0	0	0	0
1471	12	6	2012	5	7	72	1	1	1	166	76	21	24	202.484567313166	0	0	0	0	0	0
1471	12	7	2013	5	31	1	1	1	1	167	72	27	24	214.499417248626	0	0	0	0	0	0
1471	12	7	2013	5	31	3	1	1	1	175	73	23	18	212.400564971	0	0	0	0	0	0
1471	12	7	2013	5	31	7	1	1	1	183	97	19	20	215.453011118434	0	0	0	0	0	0
1471	12	7	2013	5	31	12	1	1	1	154	90	26	26	170.493401631852	0	0	0	0	0	0
1471	12	7	2013	5	31	14	1	1	3	188	61	33	28	296.489460183663	0	0	0	0	0	0
1471	12	7	2013	5	31	18	1	1	3	184	83	24	24	239.48695162785	0	0	0	0	0	0
1471	12	7	2013	5	31	23	1	1	1	158	69	13	16	142	0	0	0	0	0	0
1471	12	7	2013	5	31	28	1	1	1	172	96	19	22	175	0	0	0	0	0	0
1471	12	7	2013	5	31	35	1	1	3	166	76	36	34	255.982421271462	0	0	0	0	0	0
1471	12	7	2013	5	31	36	1	1	1	184	86	46	43	274.463112275584	0	0	0	0	0	0
1471	12	7	2013	5	31	38	1	1	1	142	89	13	12	129.499034745437	0	0	0	0	0	0
1471	12	7	2013	5	31	39	1	1	1	152	82	19	21	185.956984273245	0	0	0	0	0	0
1471	12	7	2013	5	31	41	1	1	1	145	77	28	28	188.446278817068	0	0	0	0	0	0
1471	12	7	2013	5	31	46	1	1	1	184	95	20	23	207.470479827854	0	0	0	0	0	0
1471	12	7	2013	5	31	51	1	1	1	168	90	17	20	213.962613556668	0	0	0	0	0	0
1471	12	7	2013	5	31	58	1	1	3	184	90	30	25	248.997991959775	0	0	0	0	0	0
1471	12	7	2013	5	31	61	1	1	1	162	85	16	14	164.97272501841	0	0	0	0	0	0
1471	12	7	2013	5	31	65	1	1	3	178	84	28	34	258.418265608296	0	0	0	0	0	0
1471	12	7	2013	5	31	67	1	1	1	128	49	16	16	125.491035536408	0	0	0	0	0	0
1471	12	7	2013	5	31	72	1	1	1	171	82	19	21	204.9975609611	0	0	0	0	0	0
1471	12	8	2014	5	23	1	1	1	1	174	86	24	26	215.494779519134	0	0	0	0	0	0
1471	12	8	2014	5	23	3	1	1	1	179	73	28	26	212.884945451763	0	0	0	0	0	0
1471	12	8	2014	5	23	7	1	1	1	190	99	22	20	216.453228204155	0	0	0	0	0	0
1471	12	8	2014	5	23	12	1	1	1	159	90	24	22	172.499275360797	0	0	0	0	0	0
1471	12	8	2014	5	23	14	1	1	3	191	72	32	34	298.993310961968	0	0	0	0	0	0
1471	12	8	2014	5	23	18	1	1	3	193	94	22	24	242.474740952537	0	0	0	0	0	0
1471	12	8	2014	5	23	23	1	1	1	168	79	14	17	145.499140890934	0	0	0	0	0	0
1471	12	8	2014	5	23	28	1	1	1	176	98	20	18	176.493625947228	0	0	0	0	0	0
